ID,Link,Movie_Name,Ratings,Movie_category,Film_Actor,Release_Date,Duration,Original_Language,Companies,Description,Box Office,Certificate (MPAA),Directors,Writing_Credits,Tags
649,https://www.imdb.com/title/tt21235248/?ref_=sr_t_186,Biệt Đội Săn Ma: Kỷ Nguyên Băng Giá,61%,"['Supernatural Fantasy', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']","['Paul Rudd', 'Carrie Coon', 'Finn Wolfhard', 'Mckenna Grace', 'Kumail Nanjiani', 'Patton Oswalt', ""Celeste O'Connor"", 'Logan Kim', 'Emily Alyn Lind', 'James Acaster', 'Bill Murray', 'Dan Aykroyd', 'Ernie Hudson', 'Annie Potts', 'William Atherton', 'Shelley Williams', 'Chris Tummings', 'John Rothman']","Mar 22, 2024",1 hour 55 minutes,English,"['Columbia Pictures', 'Ghostcorps', 'TSG Entertainment']","['When', 'the', 'discovery', 'of', 'an', 'ancient', 'artifact', 'unleashes', 'an', 'evil', 'force,', 'Ghostbusters', 'new', 'and', 'old', 'must', 'join', 'forces', 'to', 'protect', 'their', 'home', 'and', 'save', 'the', 'world', 'from', 'a', 'second', 'ice', 'age.']","$201,856,657",T13,['Gil Kenan'],"['Gil Kenan', 'Jason Reitman', 'Ivan Reitman', 'Dan Aykroyd', 'Harold Ramis']","['Supernatural Fantasy', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Paul Rudd', 'Carrie Coon', 'Finn Wolfhard', 'Mckenna Grace', 'Kumail Nanjiani', 'Patton Oswalt', ""Celeste O'Connor"", 'Logan Kim', 'Emily Alyn Lind', 'James Acaster', 'Bill Murray', 'Dan Aykroyd', 'Ernie Hudson', 'Annie Potts', 'William Atherton', 'Shelley Williams', 'Chris Tummings', 'John Rothman', 'Columbia Pictures', 'Ghostcorps', 'TSG Entertainment', 'When', 'the', 'discovery', 'of', 'an', 'ancient', 'artifact', 'unleashes', 'an', 'evil', 'force,', 'Ghostbusters', 'new', 'and', 'old', 'must', 'join', 'forces', 'to', 'protect', 'their', 'home', 'and', 'save', 'the', 'world', 'from', 'a', 'second', 'ice', 'age.', 'Gil Kenan', 'Gil Kenan', 'Jason Reitman', 'Ivan Reitman', 'Dan Aykroyd', 'Harold Ramis']"
652,https://www.imdb.com/title/tt4263482/?ref_=sr_t_189,Phù Thủy,70%,"['Dark Fantasy', 'Folk Horror', 'Period Drama', 'Supernatural Horror', 'Witch Horror', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']","['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Julian Richings', 'Harvey Scrimshaw', 'Ellie Grainger', 'Lucas Dawson', 'Bathsheba Garnett', 'Sarah Stephens', 'Daniel Malik', 'Axtun Henry Dube', 'Athan Conrad Dube', 'Viv Moore', 'Karen Kaeja', 'Brandy Leary', 'R. Hope Terry', 'Carrie Eklund', 'Madlen Sopadzhiyan']","Feb 19, 2016",1 hour 32 minutes,English,"['Parts and Labor', 'RT Features', 'Rooks Nest Entertainment']","['An', 'isolated', 'Puritan', 'family', 'in', '1630s', 'New', 'England', 'comes', 'unraveled', 'by', 'the', 'forces', 'of', 'witchcraft', 'and', 'possession.']","$40,423,945",R,['Robert Eggers'],['Robert Eggers'],"['Dark Fantasy', 'Folk Horror', 'Period Drama', 'Supernatural Horror', 'Witch Horror', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller', 'Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Julian Richings', 'Harvey Scrimshaw', 'Ellie Grainger', 'Lucas Dawson', 'Bathsheba Garnett', 'Sarah Stephens', 'Daniel Malik', 'Axtun Henry Dube', 'Athan Conrad Dube', 'Viv Moore', 'Karen Kaeja', 'Brandy Leary', 'R. Hope Terry', 'Carrie Eklund', 'Madlen Sopadzhiyan', 'Parts and Labor', 'RT Features', 'Rooks Nest Entertainment', 'An', 'isolated', 'Puritan', 'family', 'in', '1630s', 'New', 'England', 'comes', 'unraveled', 'by', 'the', 'forces', 'of', 'witchcraft', 'and', 'possession.', 'Robert Eggers', 'Robert Eggers']"
654,https://www.imdb.com/title/tt3460252/?ref_=sr_t_191,Tám Hận Thù,78%,"['Period Drama', 'Suspense Mystery', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Western']","['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins', 'Demián Bichir', 'Tim Roth', 'Michael Madsen', 'Bruce Dern', 'James Parks', 'Dana Gourrier', 'Zoë Bell', 'Lee Horsley', 'Gene Jones', 'Keith Jefferson', 'Craig Stark', 'Belinda Owino', 'Channing Tatum', 'Quentin Tarantino']","Dec 30, 2015",2 hours 48 minutes,English,"['Visiona Romantica', 'Double Feature Films', 'FilmColony']","['In', 'the', 'dead', 'of', 'a', 'Wyoming', 'winter,', 'a', 'bounty', 'hunter', 'and', 'his', 'prisoner', 'find', 'shelter', 'in', 'a', 'cabin', 'currently', 'inhabited', 'by', 'a', 'collection', 'of', 'nefarious', 'characters.']","$161,217,616",C18,['Quentin Tarantino'],['Quentin Tarantino'],"['Period Drama', 'Suspense Mystery', 'Whodunnit', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Western', 'Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins', 'Demián Bichir', 'Tim Roth', 'Michael Madsen', 'Bruce Dern', 'James Parks', 'Dana Gourrier', 'Zoë Bell', 'Lee Horsley', 'Gene Jones', 'Keith Jefferson', 'Craig Stark', 'Belinda Owino', 'Channing Tatum', 'Quentin Tarantino', 'Visiona Romantica', 'Double Feature Films', 'FilmColony', 'In', 'the', 'dead', 'of', 'a', 'Wyoming', 'winter,', 'a', 'bounty', 'hunter', 'and', 'his', 'prisoner', 'find', 'shelter', 'in', 'a', 'cabin', 'currently', 'inhabited', 'by', 'a', 'collection', 'of', 'nefarious', 'characters.', 'Quentin Tarantino', 'Quentin Tarantino']"
655,https://www.imdb.com/title/tt0108399/?ref_=sr_t_192,Lãng Mạn và Tội Ác,79%,"['Dark Romance', 'Drug Crime', 'Crime', 'Drama', 'Romance', 'Thriller']","['Christian Slater', 'Patricia Arquette', 'Dennis Hopper', 'Val Kilmer', 'Gary Oldman', 'Brad Pitt', 'Christopher Walken', 'Bronson Pinchot', 'Samuel L. Jackson', 'Michael Rapaport', 'Saul Rubinek', 'Conchata Ferrell', 'James Gandolfini', 'Anna Thomson', 'Victor Argo', 'Paul Bates', 'Chris Penn', 'Tom Sizemore']","Sep 10, 1993",1 hour 59 minutes,English,"['Morgan Creek Entertainment', 'Davis-Films', 'August Entertainment']","['In', 'Detroit,', 'a', 'pop-culture', 'nerd', 'steals', 'cocaine', 'from', 'his', 'new', ""wife's"", 'pimp', 'and', 'tries', 'to', 'sell', 'it', 'in', 'Hollywood,', 'prompting', 'the', 'mobsters', 'who', 'own', 'the', 'drugs', 'to', 'pursue', 'the', 'couple.']","$13,088,850",C18,['Tony Scott'],"['Quentin Tarantino', 'Roger Avary']","['Dark Romance', 'Drug Crime', 'Crime', 'Drama', 'Romance', 'Thriller', 'Christian Slater', 'Patricia Arquette', 'Dennis Hopper', 'Val Kilmer', 'Gary Oldman', 'Brad Pitt', 'Christopher Walken', 'Bronson Pinchot', 'Samuel L. Jackson', 'Michael Rapaport', 'Saul Rubinek', 'Conchata Ferrell', 'James Gandolfini', 'Anna Thomson', 'Victor Argo', 'Paul Bates', 'Chris Penn', 'Tom Sizemore', 'Morgan Creek Entertainment', 'Davis-Films', 'August Entertainment', 'In', 'Detroit,', 'a', 'pop-culture', 'nerd', 'steals', 'cocaine', 'from', 'his', 'new', ""wife's"", 'pimp', 'and', 'tries', 'to', 'sell', 'it', 'in', 'Hollywood,', 'prompting', 'the', 'mobsters', 'who', 'own', 'the', 'drugs', 'to', 'pursue', 'the', 'couple.', 'Tony Scott', 'Quentin Tarantino', 'Roger Avary']"
656,https://www.imdb.com/title/tt0187393/?ref_=sr_t_193,Nhà Ái Quốc,72%,"['Epic', 'Period Drama', 'War Epic', 'Action', 'Drama', 'History', 'War']","['Mel Gibson', 'Heath Ledger', 'Joely Richardson', 'Jason Isaacs', 'Chris Cooper', 'Tchéky Karyo', 'Rene Auberjonois', 'Lisa Brenner', 'Tom Wilkinson', 'Donal Logue', 'Leon Rippy', 'Adam Baldwin', 'Jay Arlen Jones', 'Joey D. Vieira', 'Gregory Smith', 'Mika Boorem', 'Skye McCole Bartusiak', 'Trevor Morgan']","Jun 28, 2000",2 hours 45 minutes,English,"['Columbia Pictures', 'Centropolis Entertainment', 'Mutual Film Company']","['Peaceful', 'farmer', 'Benjamin', 'Martin', 'is', 'driven', 'to', 'lead', 'the', 'Colonial', 'Militia', 'during', 'the', 'American', 'Revolution', 'when', 'a', 'sadistic', 'British', 'officer', 'murders', 'his', 'son.']","$215,294,342",R,['Roland Emmerich'],['Robert Rodat'],"['Epic', 'Period Drama', 'War Epic', 'Action', 'Drama', 'History', 'War', 'Mel Gibson', 'Heath Ledger', 'Joely Richardson', 'Jason Isaacs', 'Chris Cooper', 'Tchéky Karyo', 'Rene Auberjonois', 'Lisa Brenner', 'Tom Wilkinson', 'Donal Logue', 'Leon Rippy', 'Adam Baldwin', 'Jay Arlen Jones', 'Joey D. Vieira', 'Gregory Smith', 'Mika Boorem', 'Skye McCole Bartusiak', 'Trevor Morgan', 'Columbia Pictures', 'Centropolis Entertainment', 'Mutual Film Company', 'Peaceful', 'farmer', 'Benjamin', 'Martin', 'is', 'driven', 'to', 'lead', 'the', 'Colonial', 'Militia', 'during', 'the', 'American', 'Revolution', 'when', 'a', 'sadistic', 'British', 'officer', 'murders', 'his', 'son.', 'Roland Emmerich', 'Robert Rodat']"
658,https://www.imdb.com/title/tt0107688/?ref_=sr_t_195,Đêm Kinh Hoàng Trước Giáng Sinh,79%,"['Dark Fantasy', 'Holiday Animation', 'Holiday Family', 'Stop Motion Animation', 'Supernatural Fantasy', 'Animation', 'Family', 'Fantasy', 'Holiday', 'Musical']","['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey', 'Glenn Shadix', 'Paul Reubens', 'Ken Page', 'Edward Ivory', 'Susan McBride', 'Debi Durst', 'Greg Proops', 'Kerry Katz', 'Randy Crenshaw', 'Sherwood Ball', 'Carmen Twillie', 'Glenn Walters']","Oct 29, 1993",1 hour 16 minutes,English,"['Walt Disney Pictures', 'Touchstone Pictures', 'Tim Burton Productions']","['Jack', 'Skellington,', 'king', 'of', 'Halloween', 'Town,', 'discovers', 'Christmas', 'Town,', 'but', 'his', 'attempts', 'to', 'bring', 'Christmas', 'to', 'his', 'home', 'causes', 'confusion.']","$107,798,585",P,['Henry Selick'],"['Tim Burton', 'Michael McDowell', 'Caroline Thompson']","['Dark Fantasy', 'Holiday Animation', 'Holiday Family', 'Stop Motion Animation', 'Supernatural Fantasy', 'Animation', 'Family', 'Fantasy', 'Holiday', 'Musical', 'Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey', 'Glenn Shadix', 'Paul Reubens', 'Ken Page', 'Edward Ivory', 'Susan McBride', 'Debi Durst', 'Greg Proops', 'Kerry Katz', 'Randy Crenshaw', 'Sherwood Ball', 'Carmen Twillie', 'Glenn Walters', 'Walt Disney Pictures', 'Touchstone Pictures', 'Tim Burton Productions', 'Jack', 'Skellington,', 'king', 'of', 'Halloween', 'Town,', 'discovers', 'Christmas', 'Town,', 'but', 'his', 'attempts', 'to', 'bring', 'Christmas', 'to', 'his', 'home', 'causes', 'confusion.', 'Henry Selick', 'Tim Burton', 'Michael McDowell', 'Caroline Thompson']"
661,https://www.imdb.com/title/tt0097165/?ref_=sr_t_199,Hội Cố Thi Nhân,81%,"['Coming-of-Age', 'Teen Drama', 'Comedy', 'Drama']","['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles', 'Gale Hansen', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith', 'Carla Belver', 'Leon Pownall', 'George Martin', 'Joe Aufiery', 'Matt Carey', 'Kevin Cooney', 'Jane Moore', 'Lara Flynn Boyle']","Jun 09, 1989",2 hours 8 minutes,English,"['Touchstone Pictures', 'Silver Screen Partners IV', 'A Steven Haft Production']","['Maverick', 'teacher', 'John', 'Keating', 'returns', 'in', '1959', 'to', 'the', 'prestigious', 'New', 'England', ""boys'"", 'boarding', 'school', 'where', 'he', 'was', 'once', 'a', 'star', 'student,', 'using', 'poetry', 'to', 'embolden', 'his', 'pupils', 'to', 'new', 'heights', 'of', 'self-expression.']","$235,860,116",PG,['Peter Weir'],['Tom Schulman'],"['Coming-of-Age', 'Teen Drama', 'Comedy', 'Drama', 'Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles', 'Gale Hansen', 'Dylan Kussman', 'Allelon Ruggiero', 'James Waterston', 'Norman Lloyd', 'Kurtwood Smith', 'Carla Belver', 'Leon Pownall', 'George Martin', 'Joe Aufiery', 'Matt Carey', 'Kevin Cooney', 'Jane Moore', 'Lara Flynn Boyle', 'Touchstone Pictures', 'Silver Screen Partners IV', 'A Steven Haft Production', 'Maverick', 'teacher', 'John', 'Keating', 'returns', 'in', '1959', 'to', 'the', 'prestigious', 'New', 'England', ""boys'"", 'boarding', 'school', 'where', 'he', 'was', 'once', 'a', 'star', 'student,', 'using', 'poetry', 'to', 'embolden', 'his', 'pupils', 'to', 'new', 'heights', 'of', 'self-expression.', 'Peter Weir', 'Tom Schulman']"
666,https://www.imdb.com/title/tt0087363/?ref_=sr_t_205,Yêu Quái Gremlins,73%,"['Dark Comedy', 'Dark Fantasy', 'Holiday Comedy', 'Monster Horror', 'Supernatural Fantasy', 'Supernatural Horror', 'Comedy', 'Fantasy', 'Holiday', 'Horror']","['Zach Galligan', 'Phoebe Cates', 'Hoyt Axton', 'John Louie', 'Keye Luke', 'Don Steele', 'Susan Burgess', 'Scott Brady', 'Arnie Moore', 'Corey Feldman', 'Harry Carey Jr.', 'Dick Miller', 'Polly Holliday', 'Donald Elson', 'Belinda Balaski', 'Danny Llewelyn', 'Edward Andrews', 'Judge Reinhold']","Jun 08, 1984",1 hour 46 minutes,English,"['Warner Bros.', 'Amblin Entertainment']","['A', 'young', 'man', 'inadvertently', 'breaks', 'three', 'important', 'rules', 'concerning', 'his', 'new', 'pet', 'and', 'unleashes', 'a', 'horde', 'of', 'malevolently', 'mischievous', 'monsters', 'on', 'a', 'small', 'town.']","$153,908,485",PG,['Joe Dante'],['Chris Columbus'],"['Dark Comedy', 'Dark Fantasy', 'Holiday Comedy', 'Monster Horror', 'Supernatural Fantasy', 'Supernatural Horror', 'Comedy', 'Fantasy', 'Holiday', 'Horror', 'Zach Galligan', 'Phoebe Cates', 'Hoyt Axton', 'John Louie', 'Keye Luke', 'Don Steele', 'Susan Burgess', 'Scott Brady', 'Arnie Moore', 'Corey Feldman', 'Harry Carey Jr.', 'Dick Miller', 'Polly Holliday', 'Donald Elson', 'Belinda Balaski', 'Danny Llewelyn', 'Edward Andrews', 'Judge Reinhold', 'Warner Bros.', 'Amblin Entertainment', 'A', 'young', 'man', 'inadvertently', 'breaks', 'three', 'important', 'rules', 'concerning', 'his', 'new', 'pet', 'and', 'unleashes', 'a', 'horde', 'of', 'malevolently', 'mischievous', 'monsters', 'on', 'a', 'small', 'town.', 'Joe Dante', 'Chris Columbus']"
668,https://www.imdb.com/title/tt0416449/?ref_=sr_t_207,300 Chiến Binh,76%,"['Action Epic', 'Sword & Sandal', 'Action', 'Drama']","['Gerard Butler', 'Lena Headey', 'David Wenham', 'Dominic West', 'Vincent Regan', 'Michael Fassbender', 'Tom Wisdom', 'Andrew Pleavin', 'Andrew Tiernan', 'Rodrigo Santoro', 'Giovani Cimmino', 'Stephen McHattie', 'Greg Kramer', 'Alex Ivanovici', 'Kelly Craig', 'Eli Snyder', 'Tyler Neitzel', 'Tim Connolly']","Mar 09, 2007",1 hour 57 minutes,English,"['Warner Bros.', 'Legendary Entertainment', 'Virtual Studios']","['In', 'the', 'ancient', 'battle', 'of', 'Thermopylae,', 'King', 'Leonidas', 'and', '300', 'Spartans', 'fight', 'against', 'Xerxes', 'and', 'his', 'massive', 'Persian', 'army.']","$456,082,343",C18,['Zack Snyder'],"['Zack Snyder', 'Kurt Johnstad', 'Michael B. Gordon', 'Frank Miller', 'Lynn Varley']","['Action Epic', 'Sword & Sandal', 'Action', 'Drama', 'Gerard Butler', 'Lena Headey', 'David Wenham', 'Dominic West', 'Vincent Regan', 'Michael Fassbender', 'Tom Wisdom', 'Andrew Pleavin', 'Andrew Tiernan', 'Rodrigo Santoro', 'Giovani Cimmino', 'Stephen McHattie', 'Greg Kramer', 'Alex Ivanovici', 'Kelly Craig', 'Eli Snyder', 'Tyler Neitzel', 'Tim Connolly', 'Warner Bros.', 'Legendary Entertainment', 'Virtual Studios', 'In', 'the', 'ancient', 'battle', 'of', 'Thermopylae,', 'King', 'Leonidas', 'and', '300', 'Spartans', 'fight', 'against', 'Xerxes', 'and', 'his', 'massive', 'Persian', 'army.', 'Zack Snyder', 'Zack Snyder', 'Kurt Johnstad', 'Michael B. Gordon', 'Frank Miller', 'Lynn Varley']"
670,https://www.imdb.com/title/tt9764362/?ref_=sr_t_209,Thực Đơn Bí Ẩn,72%,"['Dark Comedy', 'Psychological Horror', 'Satire', 'Comedy', 'Horror', 'Thriller']","['Ralph Fiennes', 'Anya Taylor-Joy', 'Nicholas Hoult', 'Hong Chau', 'Janet McTeer', 'Paul Adelstein', 'John Leguizamo', 'Aimee Carrero', 'Reed Birney', 'Judith Light', 'Rebecca Koon', 'Rob Yang', 'Arturo Castro', 'Mark St. Cyr', 'Peter Grosz', 'Christina Brucato', 'Adam Aalderks', 'Jon Paul Allyn']","Nov 18, 2022",1 hour 47 minutes,English,"['Hyperobject Industries', 'Searchlight Pictures']","['A', 'young', 'couple', 'travels', 'to', 'a', 'remote', 'island', 'to', 'eat', 'at', 'an', 'exclusive', 'restaurant', 'where', 'the', 'chef', 'has', 'prepared', 'a', 'lavish', 'menu,', 'with', 'some', 'shocking', 'surprises.']","$79,628,200",C18,['Mark Mylod'],"['Seth Reiss', 'Will Tracy']","['Dark Comedy', 'Psychological Horror', 'Satire', 'Comedy', 'Horror', 'Thriller', 'Ralph Fiennes', 'Anya Taylor-Joy', 'Nicholas Hoult', 'Hong Chau', 'Janet McTeer', 'Paul Adelstein', 'John Leguizamo', 'Aimee Carrero', 'Reed Birney', 'Judith Light', 'Rebecca Koon', 'Rob Yang', 'Arturo Castro', 'Mark St. Cyr', 'Peter Grosz', 'Christina Brucato', 'Adam Aalderks', 'Jon Paul Allyn', 'Hyperobject Industries', 'Searchlight Pictures', 'A', 'young', 'couple', 'travels', 'to', 'a', 'remote', 'island', 'to', 'eat', 'at', 'an', 'exclusive', 'restaurant', 'where', 'the', 'chef', 'has', 'prepared', 'a', 'lavish', 'menu,', 'with', 'some', 'shocking', 'surprises.', 'Mark Mylod', 'Seth Reiss', 'Will Tracy']"
671,https://www.imdb.com/title/tt6166392/?ref_=sr_t_210,Wonka,70%,"['Supernatural Fantasy', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","['Timothée Chalamet', 'Gustave Die', 'Murray McArthur', 'Paul G. Raymond', 'Bertie Caplan', 'Isy Suttie', 'Kobna Holdbrook-Smith', 'Matilda Tucker', 'Tom Davis', 'Olivia Colman', 'Calah Lane', 'Paterson Joseph', 'Matt Lucas', 'Mathew Baynton', 'Freya Parker', 'Keegan-Michael Key', 'Jim Carter', 'Rakhee Thakrar']","Dec 08, 2023",1 hour 56 minutes,English,"['Warner Bros.', 'Village Roadshow Pictures', 'The Roald Dahl Story Company']","['With', 'dreams', 'of', 'opening', 'a', 'shop', 'in', 'a', 'city', 'renowned', 'for', 'its', 'chocolate,', 'a', 'young', 'and', 'poor', 'Willy', 'Wonka', 'discovers', 'that', 'the', 'industry', 'is', 'run', 'by', 'a', 'cartel', 'of', 'greedy', 'chocolatiers.']","$634,402,312",K,['Paul King'],"['Roald Dahl', 'Paul King', 'Simon Farnaby', 'Paul King']","['Supernatural Fantasy', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Timothée Chalamet', 'Gustave Die', 'Murray McArthur', 'Paul G. Raymond', 'Bertie Caplan', 'Isy Suttie', 'Kobna Holdbrook-Smith', 'Matilda Tucker', 'Tom Davis', 'Olivia Colman', 'Calah Lane', 'Paterson Joseph', 'Matt Lucas', 'Mathew Baynton', 'Freya Parker', 'Keegan-Michael Key', 'Jim Carter', 'Rakhee Thakrar', 'Warner Bros.', 'Village Roadshow Pictures', 'The Roald Dahl Story Company', 'With', 'dreams', 'of', 'opening', 'a', 'shop', 'in', 'a', 'city', 'renowned', 'for', 'its', 'chocolate,', 'a', 'young', 'and', 'poor', 'Willy', 'Wonka', 'discovers', 'that', 'the', 'industry', 'is', 'run', 'by', 'a', 'cartel', 'of', 'greedy', 'chocolatiers.', 'Paul King', 'Roald Dahl', 'Paul King', 'Simon Farnaby', 'Paul King']"
673,https://www.imdb.com/title/tt1340094/?ref_=sr_t_212,The Crow: Báo Thù,47%,"['Dark Fantasy', 'Dark Romance', 'Serial Killer', 'Superhero', 'Supernatural Horror', 'Tragic Romance', 'Action', 'Crime', 'Fantasy', 'Horror']","['Bill Skarsgård', 'FKA twigs', 'Danny Huston', 'Josette Simon', 'Laura Birn', 'Sami Bouajila', 'Karel Dobrý', 'Jordan Bolger', 'Sebastian Orozco', 'David Bowles', 'Trigga', 'Samba Goldin', 'Isabella Wei', 'Jordan Haj', 'Dukagjin Podrimaj', 'Darija Pavlovicová', ""Caolan O'Neill Forde"", 'Janek Gregor']","Sep 13, 2024",1 hour 51 minutes,English,"['Lionsgate', 'Media Capital Technologies', 'FilmNation Entertainment']","['Soulmates', 'Eric', 'and', 'Shelly', 'are', 'brutally', 'murdered.', 'Given', 'a', 'chance', 'to', 'save', 'the', 'love', 'of', 'his', 'life,', 'Eric', 'must', 'sacrifice', 'himself', 'and', 'traverse', 'the', 'worlds', 'of', 'the', 'living', 'and', 'the', 'dead,', 'seeking', 'revenge.']","$23,999,106",R,['Rupert Sanders'],"[""James O'Barr"", ""James O'Barr"", 'Zach Baylin', 'William Josef Schneider']","['Dark Fantasy', 'Dark Romance', 'Serial Killer', 'Superhero', 'Supernatural Horror', 'Tragic Romance', 'Action', 'Crime', 'Fantasy', 'Horror', 'Bill Skarsgård', 'FKA twigs', 'Danny Huston', 'Josette Simon', 'Laura Birn', 'Sami Bouajila', 'Karel Dobrý', 'Jordan Bolger', 'Sebastian Orozco', 'David Bowles', 'Trigga', 'Samba Goldin', 'Isabella Wei', 'Jordan Haj', 'Dukagjin Podrimaj', 'Darija Pavlovicová', ""Caolan O'Neill Forde"", 'Janek Gregor', 'Lionsgate', 'Media Capital Technologies', 'FilmNation Entertainment', 'Soulmates', 'Eric', 'and', 'Shelly', 'are', 'brutally', 'murdered.', 'Given', 'a', 'chance', 'to', 'save', 'the', 'love', 'of', 'his', 'life,', 'Eric', 'must', 'sacrifice', 'himself', 'and', 'traverse', 'the', 'worlds', 'of', 'the', 'living', 'and', 'the', 'dead,', 'seeking', 'revenge.', 'Rupert Sanders', ""James O'Barr"", ""James O'Barr"", 'Zach Baylin', 'William Josef Schneider']"
674,https://www.imdb.com/title/tt0409459/?ref_=sr_t_213,Người Hùng Báo Thù,76%,"['Dystopian Sci-Fi', 'Superhero', 'Action', 'Drama', 'Mystery', 'Sci-Fi']","['Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino', 'Malin Akerman', 'Billy Crudup', 'Matthew Goode', 'Jeffrey Dean Morgan', 'Matt Frewer', 'Stephen McHattie', 'Laura Mennell', 'Rob LaBelle', 'Gary Houston', 'James M. Connor', 'Mary Ann Burger', 'John Shaw', 'Robert Wisden', 'Jerry Wasserman', 'Don Thompson']","Mar 20, 2009",2 hours 42 minutes,English,"['Warner Bros.', 'Paramount Pictures', 'Legendary Entertainment']","['In', 'a', 'version', 'of', '1985', 'where', 'superheroes', 'exist,', 'the', 'murder', 'of', 'a', 'colleague', 'sends', 'active', 'vigilante', 'Rorschach', 'on', 'the', 'trail', 'of', 'a', 'conspiracy', 'that', 'will', 'change', 'the', 'course', 'of', 'history.']","$185,382,813",R,['Zack Snyder'],"['Dave Gibbons', 'David Hayter', 'Alex Tse']","['Dystopian Sci-Fi', 'Superhero', 'Action', 'Drama', 'Mystery', 'Sci-Fi', 'Jackie Earle Haley', 'Patrick Wilson', 'Carla Gugino', 'Malin Akerman', 'Billy Crudup', 'Matthew Goode', 'Jeffrey Dean Morgan', 'Matt Frewer', 'Stephen McHattie', 'Laura Mennell', 'Rob LaBelle', 'Gary Houston', 'James M. Connor', 'Mary Ann Burger', 'John Shaw', 'Robert Wisden', 'Jerry Wasserman', 'Don Thompson', 'Warner Bros.', 'Paramount Pictures', 'Legendary Entertainment', 'In', 'a', 'version', 'of', '1985', 'where', 'superheroes', 'exist,', 'the', 'murder', 'of', 'a', 'colleague', 'sends', 'active', 'vigilante', 'Rorschach', 'on', 'the', 'trail', 'of', 'a', 'conspiracy', 'that', 'will', 'change', 'the', 'course', 'of', 'history.', 'Zack Snyder', 'Dave Gibbons', 'David Hayter', 'Alex Tse']"
677,https://www.imdb.com/title/tt0372784/?ref_=sr_t_216,Người Dơi Xuất Hiện,82%,"['Action Epic', 'Epic', 'Superhero', 'Tragedy', 'Action', 'Drama']","['Christian Bale', 'Michael Caine', 'Ken Watanabe', 'Liam Neeson', 'Katie Holmes', 'Gary Oldman', 'Cillian Murphy', 'Tom Wilkinson', 'Rutger Hauer', 'Linus Roache', 'Mark Boone Junior', 'Morgan Freeman', 'Larry Holden', 'Gerard Murphy', 'Colin McFarlane', 'Sara Stewart', 'Gus Lewis', 'Richard Brake']","Jun 15, 2005",2 hours 20 minutes,English,"['Warner Bros.', 'Syncopy', 'DC Comics']","['After', 'witnessing', 'his', ""parents'"", 'death,', 'Bruce', 'learns', 'the', 'art', 'of', 'fighting', 'to', 'confront', 'injustice.', 'When', 'he', 'returns', 'to', 'Gotham', 'as', 'Batman,', 'he', 'must', 'stop', 'a', 'secret', 'society', 'that', 'intends', 'to', 'destroy', 'the', 'city.']","$375,404,836",T13,['Christopher Nolan'],"['Bob Kane', 'David S. Goyer', 'Christopher Nolan', 'David S. Goyer']","['Action Epic', 'Epic', 'Superhero', 'Tragedy', 'Action', 'Drama', 'Christian Bale', 'Michael Caine', 'Ken Watanabe', 'Liam Neeson', 'Katie Holmes', 'Gary Oldman', 'Cillian Murphy', 'Tom Wilkinson', 'Rutger Hauer', 'Linus Roache', 'Mark Boone Junior', 'Morgan Freeman', 'Larry Holden', 'Gerard Murphy', 'Colin McFarlane', 'Sara Stewart', 'Gus Lewis', 'Richard Brake', 'Warner Bros.', 'Syncopy', 'DC Comics', 'After', 'witnessing', 'his', ""parents'"", 'death,', 'Bruce', 'learns', 'the', 'art', 'of', 'fighting', 'to', 'confront', 'injustice.', 'When', 'he', 'returns', 'to', 'Gotham', 'as', 'Batman,', 'he', 'must', 'stop', 'a', 'secret', 'society', 'that', 'intends', 'to', 'destroy', 'the', 'city.', 'Christopher Nolan', 'Bob Kane', 'David S. Goyer', 'Christopher Nolan', 'David S. Goyer']"
