ID,Link,Movie_Name,Ratings,Movie_category,Film_Actor,Release_Date,Duration,Original_Language,Companies,Description,Box Office,Certificate (MPAA),Directors,Writing_Credits,Tags
1217,https://www.imdb.com/title/tt0100405/?ref_=sr_t_279,Người Đàn Bà Đẹp,71%,"['Feel-Good Romance', 'Comedy', 'Romance']","['Richard Gere', 'Julia Roberts', 'Jason Alexander', 'Laura San Giacomo', 'Ralph Bellamy', 'Alex Hyde-White', 'Amy Yasbeck', 'Elinor Donahue', 'Hector Elizondo', 'Judith Baldwin', 'Jason Randal', 'Bill Applebaum', 'Tracy Bjork', 'Gary Greene', 'Billy Gallo', 'Abdul Salaam El Razzac', 'Hank Azaria', 'Larry Hankin']","Mar 23, 1990",1 hour 59 minutes,English,"['Touchstone Pictures', 'Silver Screen Partners IV']","['Edward,', 'a', 'rich', 'entrepreneur,', 'hires', 'Vivian,', 'a', 'prostitute,', 'to', 'accompany', 'him', 'to', 'a', 'few', 'social', 'events.', 'Trouble', 'ensues', 'when', 'he', 'falls', 'in', 'love', 'with', 'her', 'and', 'they', 'try', 'to', 'bridge', 'the', 'gap', 'between', 'their', 'worlds.']","$463,406,268",R,['Garry Marshall'],['J.F. Lawton'],"['Feel-Good Romance', 'Comedy', 'Romance', 'Richard Gere', 'Julia Roberts', 'Jason Alexander', 'Laura San Giacomo', 'Ralph Bellamy', 'Alex Hyde-White', 'Amy Yasbeck', 'Elinor Donahue', 'Hector Elizondo', 'Judith Baldwin', 'Jason Randal', 'Bill Applebaum', 'Tracy Bjork', 'Gary Greene', 'Billy Gallo', 'Abdul Salaam El Razzac', 'Hank Azaria', 'Larry Hankin', 'Touchstone Pictures', 'Silver Screen Partners IV', 'Edward,', 'a', 'rich', 'entrepreneur,', 'hires', 'Vivian,', 'a', 'prostitute,', 'to', 'accompany', 'him', 'to', 'a', 'few', 'social', 'events.', 'Trouble', 'ensues', 'when', 'he', 'falls', 'in', 'love', 'with', 'her', 'and', 'they', 'try', 'to', 'bridge', 'the', 'gap', 'between', 'their', 'worlds.', 'Garry Marshall', 'J.F. Lawton']"
1218,https://www.imdb.com/title/tt1596363/?ref_=sr_t_280,Đại Suy Thoái,78%,"['Dark Comedy', 'Docudrama', 'Satire', 'Workplace Drama', 'Biography', 'Comedy', 'Drama', 'History', 'Financial Drama']","['Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Rudy Eisenzopf', 'Casey Groves', 'Charlie Talbert', 'Harold Gervais', 'Maria Frangos', 'Hunter Burke', 'Bernard Hocke', 'Shauna Rappold', 'Brandon Stacy', 'Aiden Flowers', 'Peter Epstein', 'Anthony Marble', 'Silas Cooper', 'Leslie Castay']","Dec 23, 2015",2 hours 10 minutes,English,"['Paramount Pictures', 'New Regency Productions', 'Plan B Entertainment']","['In', '2006-2007', 'a', 'group', 'of', 'investors', 'bet', 'against', 'the', 'United', 'States', 'mortgage', 'market.', 'In', 'their', 'research,', 'they', 'discover', 'how', 'flawed', 'and', 'corrupt', 'the', 'market', 'is.']","$133,440,870",R,['Adam McKay'],"['Charles Randolph', 'Adam McKay', 'Michael Lewis']","['Dark Comedy', 'Docudrama', 'Satire', 'Workplace Drama', 'Biography', 'Comedy', 'Drama', 'History', 'Financial Drama', 'Christian Bale', 'Steve Carell', 'Ryan Gosling', 'Brad Pitt', 'Rudy Eisenzopf', 'Casey Groves', 'Charlie Talbert', 'Harold Gervais', 'Maria Frangos', 'Hunter Burke', 'Bernard Hocke', 'Shauna Rappold', 'Brandon Stacy', 'Aiden Flowers', 'Peter Epstein', 'Anthony Marble', 'Silas Cooper', 'Leslie Castay', 'Paramount Pictures', 'New Regency Productions', 'Plan B Entertainment', 'In', '2006-2007', 'a', 'group', 'of', 'investors', 'bet', 'against', 'the', 'United', 'States', 'mortgage', 'market.', 'In', 'their', 'research,', 'they', 'discover', 'how', 'flawed', 'and', 'corrupt', 'the', 'market', 'is.', 'Adam McKay', 'Charles Randolph', 'Adam McKay', 'Michael Lewis']"
1220,https://www.imdb.com/title/tt0086465/?ref_=sr_t_282,Sàn Kiếm Chác,75%,"['Satire', 'Comedy']","['Eddie Murphy', 'Dan Aykroyd', 'Ralph Bellamy', 'Don Ameche', 'Denholm Elliott', 'Maurice Woods', 'Richard D. Fisher Jr.', 'Jim Gallagher', 'Anthony DiSabatino', 'Bonnie Behrend', 'Sunnie Merrill', 'James Newell', 'Mary St. John', 'Bonnie Tremena', 'David Schwartz', 'Tom Degidon', 'William Magerman', 'Alan Dellay']","Jun 08, 1983",1 hour 56 minutes,English,"['Paramount Pictures', 'Cinema Group Ventures']","['A', 'snobbish', 'investor', 'and', 'a', 'wily', 'street', 'con', 'artist', 'find', 'their', 'positions', 'reversed', 'as', 'part', 'of', 'a', 'bet', 'by', 'two', 'callous', 'millionaires.']","$90,404,800",R,['John Landis'],"['Timothy Harris', 'Herschel Weingrod']","['Satire', 'Comedy', 'Eddie Murphy', 'Dan Aykroyd', 'Ralph Bellamy', 'Don Ameche', 'Denholm Elliott', 'Maurice Woods', 'Richard D. Fisher Jr.', 'Jim Gallagher', 'Anthony DiSabatino', 'Bonnie Behrend', 'Sunnie Merrill', 'James Newell', 'Mary St. John', 'Bonnie Tremena', 'David Schwartz', 'Tom Degidon', 'William Magerman', 'Alan Dellay', 'Paramount Pictures', 'Cinema Group Ventures', 'A', 'snobbish', 'investor', 'and', 'a', 'wily', 'street', 'con', 'artist', 'find', 'their', 'positions', 'reversed', 'as', 'part', 'of', 'a', 'bet', 'by', 'two', 'callous', 'millionaires.', 'John Landis', 'Timothy Harris', 'Herschel Weingrod']"
1221,https://www.imdb.com/title/tt0280707/?ref_=sr_t_283,Gosford Park,72%,"['Dark Comedy', 'Whodunnit', 'Comedy', 'Drama', 'Mystery']","['Maggie Smith', 'Ryan Phillippe', 'Michael Gambon', 'Kristin Scott Thomas', 'Camilla Rutherford', 'Charles Dance', 'Geraldine Somerville', 'Tom Hollander', 'Natasha Wightman', 'Jeremy Northam', 'Bob Balaban', 'James Wilby', 'Claudie Blakley', 'Laurence Fox', 'Trent Ford', 'Stephen Fry', 'Ron Webster', 'Kelly Macdonald']","Jan 18, 2002",2 hours 17 minutes,English,"['USA Films', 'Capitol Films', 'UK Film Council']","['Set', 'in', 'the', '1930s,', 'a', 'group', 'of', 'pretentious', 'rich', 'and', 'famous', 'get', 'together', 'for', 'a', 'weekend', 'of', 'relaxation', 'at', 'a', 'hunting', 'resort.', 'But', 'when', 'a', 'murder', 'occurs,', 'each', 'one', 'of', 'these', 'interesting', 'characters', 'becomes', 'a', 'suspect.']","$87,754,044",R,['Robert Altman'],"['Julian Fellowes', 'Robert Altman', 'Bob Balaban']","['Dark Comedy', 'Whodunnit', 'Comedy', 'Drama', 'Mystery', 'Maggie Smith', 'Ryan Phillippe', 'Michael Gambon', 'Kristin Scott Thomas', 'Camilla Rutherford', 'Charles Dance', 'Geraldine Somerville', 'Tom Hollander', 'Natasha Wightman', 'Jeremy Northam', 'Bob Balaban', 'James Wilby', 'Claudie Blakley', 'Laurence Fox', 'Trent Ford', 'Stephen Fry', 'Ron Webster', 'Kelly Macdonald', 'USA Films', 'Capitol Films', 'UK Film Council', 'Set', 'in', 'the', '1930s,', 'a', 'group', 'of', 'pretentious', 'rich', 'and', 'famous', 'get', 'together', 'for', 'a', 'weekend', 'of', 'relaxation', 'at', 'a', 'hunting', 'resort.', 'But', 'when', 'a', 'murder', 'occurs,', 'each', 'one', 'of', 'these', 'interesting', 'characters', 'becomes', 'a', 'suspect.', 'Robert Altman', 'Julian Fellowes', 'Robert Altman', 'Bob Balaban']"
1222,https://www.imdb.com/title/tt3183660/?ref_=sr_t_284,Sinh Vật Huyền Bí và Nơi Tìm Ra Chúng,72%,"['Supernatural Fantasy', 'Sword & Sorcery', 'Adventure', 'Family', 'Fantasy']","['Eddie Redmayne', 'Katherine Waterston', 'Alison Sudol', 'Dan Fogler', 'Sam Redford', 'Scott Goldman', 'Tim Bentinck', 'Tristan Tait', 'Colin Farrell', 'Tom Clarke Hill', 'Matthew Sim', 'Samantha Morton', 'Ezra Miller', 'Faith Wood-Blagrove', 'Jenn Murray', 'Cory Peterson', 'Lucie Pohl', 'Peter Breitmayer']","Nov 18, 2016",2 hours 12 minutes,English,"['Warner Bros.', 'Heyday Films']","['In', '1926,', 'magizoologist', 'Newt', 'Scamander', 'arrives', 'in', 'New', 'York', 'during', 'his', 'worldwide', 'tour', 'to', 'research', 'and', 'rescue', 'magical', 'creatures', 'as', 'something', 'mysterious', 'leaves', 'trails', 'of', 'destruction', 'in', 'the', 'city,', 'threatening', 'to', 'expose', 'the', 'wizarding', 'world.']","$816,037,575",C13,['David Yates'],['J.K. Rowling'],"['Supernatural Fantasy', 'Sword & Sorcery', 'Adventure', 'Family', 'Fantasy', 'Eddie Redmayne', 'Katherine Waterston', 'Alison Sudol', 'Dan Fogler', 'Sam Redford', 'Scott Goldman', 'Tim Bentinck', 'Tristan Tait', 'Colin Farrell', 'Tom Clarke Hill', 'Matthew Sim', 'Samantha Morton', 'Ezra Miller', 'Faith Wood-Blagrove', 'Jenn Murray', 'Cory Peterson', 'Lucie Pohl', 'Peter Breitmayer', 'Warner Bros.', 'Heyday Films', 'In', '1926,', 'magizoologist', 'Newt', 'Scamander', 'arrives', 'in', 'New', 'York', 'during', 'his', 'worldwide', 'tour', 'to', 'research', 'and', 'rescue', 'magical', 'creatures', 'as', 'something', 'mysterious', 'leaves', 'trails', 'of', 'destruction', 'in', 'the', 'city,', 'threatening', 'to', 'expose', 'the', 'wizarding', 'world.', 'David Yates', 'J.K. Rowling']"
1223,https://www.imdb.com/title/tt0088847/?ref_=sr_t_285,Hội Điểm Tâm,78%,"['Coming-of-Age', 'Teen Comedy', 'Teen Drama', 'Comedy', 'Drama']","['Emilio Estevez', 'Judd Nelson', 'Molly Ringwald', 'Ally Sheedy', 'Paul Gleason', 'Anthony Michael Hall', 'John Kapelos', 'Perry Crawford', 'Mary Christian', 'Ron Dean', 'Tim Gamble', 'Fran Gargano', 'Mercedes Hall', 'Jonathan Chapin', 'John Hughes']","Feb 15, 1985",1 hour 37 minutes,English,"['Universal Pictures', 'A&M Films', 'Channel Productions']","['Five', 'high', 'school', 'students', 'meet', 'in', 'Saturday', 'detention', 'and', 'discover', 'how', 'they', 'have', 'a', 'great', 'deal', 'more', 'in', 'common', 'than', 'they', 'thought.']","$51,525,171",R,['John Hughes'],['John Hughes'],"['Coming-of-Age', 'Teen Comedy', 'Teen Drama', 'Comedy', 'Drama', 'Emilio Estevez', 'Judd Nelson', 'Molly Ringwald', 'Ally Sheedy', 'Paul Gleason', 'Anthony Michael Hall', 'John Kapelos', 'Perry Crawford', 'Mary Christian', 'Ron Dean', 'Tim Gamble', 'Fran Gargano', 'Mercedes Hall', 'Jonathan Chapin', 'John Hughes', 'Universal Pictures', 'A&M Films', 'Channel Productions', 'Five', 'high', 'school', 'students', 'meet', 'in', 'Saturday', 'detention', 'and', 'discover', 'how', 'they', 'have', 'a', 'great', 'deal', 'more', 'in', 'common', 'than', 'they', 'thought.', 'John Hughes', 'John Hughes']"
1225,https://www.imdb.com/title/tt0096895/?ref_=sr_t_287,Người Dơi,75%,"['Action Epic', 'Superhero', 'Tragedy', 'Urban Adventure', 'Action', 'Adventure']","['Michael Keaton', 'Jack Nicholson', 'Kim Basinger', 'Robert Wuhl', 'Pat Hingle', 'Billy Dee Williams', 'Michael Gough', 'Jack Palance', 'Jerry Hall', 'Tracey Walter', 'Lee Wallace', 'William Hootkins', 'Richard Strange', 'Carl Chase', 'Mac McDonald', 'George Lane Cooper', 'Terence Plummer', 'Philip Tan']","Jun 23, 1989",2 hours 6 minutes,English,"['Warner Bros.', 'The Guber-Peters Company', 'PolyGram Filmed Entertainment']","['The', 'Dark', 'Knight', 'of', 'Gotham', 'City', 'begins', 'his', 'war', 'on', 'crime', 'with', 'his', 'first', 'major', 'enemy', 'being', 'Jack', 'Napier,', 'a', 'criminal', 'who', 'becomes', 'the', 'clownishly', 'homicidal', 'Joker.']","$411,569,241",PG-13,['Tim Burton'],"['Bob Kane', 'Sam Hamm', 'Sam Hamm', 'Warren Skaaren']","['Action Epic', 'Superhero', 'Tragedy', 'Urban Adventure', 'Action', 'Adventure', 'Michael Keaton', 'Jack Nicholson', 'Kim Basinger', 'Robert Wuhl', 'Pat Hingle', 'Billy Dee Williams', 'Michael Gough', 'Jack Palance', 'Jerry Hall', 'Tracey Walter', 'Lee Wallace', 'William Hootkins', 'Richard Strange', 'Carl Chase', 'Mac McDonald', 'George Lane Cooper', 'Terence Plummer', 'Philip Tan', 'Warner Bros.', 'The Guber-Peters Company', 'PolyGram Filmed Entertainment', 'The', 'Dark', 'Knight', 'of', 'Gotham', 'City', 'begins', 'his', 'war', 'on', 'crime', 'with', 'his', 'first', 'major', 'enemy', 'being', 'Jack', 'Napier,', 'a', 'criminal', 'who', 'becomes', 'the', 'clownishly', 'homicidal', 'Joker.', 'Tim Burton', 'Bob Kane', 'Sam Hamm', 'Sam Hamm', 'Warren Skaaren']"
1230,https://www.imdb.com/title/tt1170358/?ref_=sr_t_292,Người Hobbit: Đại Chiến Với Rồng Lửa,78%,"['Adventure Epic', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Adventure', 'Fantasy']","['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Ken Stott', 'Graham McTavish', 'William Kircher', 'James Nesbitt', 'Stephen Hunter', ""Dean O'Gorman"", 'Aidan Turner', 'John Callen', 'Peter Hambleton', 'Jed Brophy', 'Mark Hadlow', 'Adam Brown', 'Orlando Bloom', 'Evangeline Lilly', 'Lee Pace']","Jan 03, 2014",2 hours 41 minutes,English,"['Metro-Goldwyn-Mayer (MGM)', 'New Line Cinema', 'WingNut Films']","['The', 'dwarves,', 'along', 'with', 'Bilbo', 'Baggins', 'and', 'Gandalf', 'the', 'Grey,', 'continue', 'their', 'quest', 'to', 'reclaim', 'the', 'Lonely', 'Mountain,', 'their', 'homeland,', 'from', 'the', 'dragon', 'Smaug.']","$959,079,095",PG-13,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', 'Peter Jackson', 'Guillermo del Toro', 'J.R.R. Tolkien']","['Adventure Epic', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Adventure', 'Fantasy', 'Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Ken Stott', 'Graham McTavish', 'William Kircher', 'James Nesbitt', 'Stephen Hunter', ""Dean O'Gorman"", 'Aidan Turner', 'John Callen', 'Peter Hambleton', 'Jed Brophy', 'Mark Hadlow', 'Adam Brown', 'Orlando Bloom', 'Evangeline Lilly', 'Lee Pace', 'Metro-Goldwyn-Mayer (MGM)', 'New Line Cinema', 'WingNut Films', 'The', 'dwarves,', 'along', 'with', 'Bilbo', 'Baggins', 'and', 'Gandalf', 'the', 'Grey,', 'continue', 'their', 'quest', 'to', 'reclaim', 'the', 'Lonely', 'Mountain,', 'their', 'homeland,', 'from', 'the', 'dragon', 'Smaug.', 'Peter Jackson', 'Fran Walsh', 'Philippa Boyens', 'Peter Jackson', 'Guillermo del Toro', 'J.R.R. Tolkien']"
1232,https://www.imdb.com/title/tt0120647/?ref_=sr_t_294,Thảm Họa Hủy Diệt,62%,"['Disaster', 'Space Sci-Fi', 'Action', 'Drama', 'Sci-Fi', 'Thriller']","['Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Morgan Freeman', 'Vanessa Redgrave', 'Maximilian Schell', 'James Cromwell', 'Ron Eldard', 'Jon Favreau', 'Laura Innes', 'Mary McCormack', 'Richard Schiff', 'Leelee Sobieski', 'Blair Underwood', 'Dougray Scott', 'Gary Werntz', 'Bruce Weitz', 'Betsy Brantley']","May 08, 1998",2 hours,English,"['Paramount Pictures', 'Dreamworks Pictures', 'Zanuck/Brown Productions']","['A', 'comet', 'is', 'discovered', 'to', 'be', 'on', 'a', 'collision', 'course', 'with', 'Earth.', 'As', 'doomsday', 'nears,', 'the', 'human', 'race', 'prepares', 'for', 'the', 'worst.']","$349,464,664",PG-13,['Mimi Leder'],"['Bruce Joel Rubin', 'Michael Tolkin']","['Disaster', 'Space Sci-Fi', 'Action', 'Drama', 'Sci-Fi', 'Thriller', 'Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Morgan Freeman', 'Vanessa Redgrave', 'Maximilian Schell', 'James Cromwell', 'Ron Eldard', 'Jon Favreau', 'Laura Innes', 'Mary McCormack', 'Richard Schiff', 'Leelee Sobieski', 'Blair Underwood', 'Dougray Scott', 'Gary Werntz', 'Bruce Weitz', 'Betsy Brantley', 'Paramount Pictures', 'Dreamworks Pictures', 'Zanuck/Brown Productions', 'A', 'comet', 'is', 'discovered', 'to', 'be', 'on', 'a', 'collision', 'course', 'with', 'Earth.', 'As', 'doomsday', 'nears,', 'the', 'human', 'race', 'prepares', 'for', 'the', 'worst.', 'Mimi Leder', 'Bruce Joel Rubin', 'Michael Tolkin']"
1234,https://www.imdb.com/title/tt2379713/?ref_=sr_t_296,Bóng Ma,68%,"['Globetrotting Adventure', 'One-Person Army Action', 'Spy', 'Action', 'Adventure', 'Thriller']","['Daniel Craig', 'Christoph Waltz', 'Léa Seydoux', 'Ralph Fiennes', 'Monica Bellucci', 'Ben Whishaw', 'Naomie Harris', 'Dave Bautista', 'Andrew Scott', 'Rory Kinnear', 'Jesper Christensen', 'Alessandro Cremona', 'Stephanie Sigman', 'Tenoch Huerta', 'Adriana Paz', 'Domenico Fortunato', 'Marco Zingaro', 'Stefano Elfi DiClaudia']","Nov 06, 2015",2 hours 28 minutes,English,"['B24', 'Columbia Pictures', 'Danjaq']","['A', 'cryptic', 'message', 'from', 'James', ""Bond's"", 'past', 'sends', 'him', 'on', 'a', 'trail', 'to', 'uncover', 'the', 'existence', 'of', 'a', 'sinister', 'organisation', 'named', 'SPECTRE.', 'With', 'a', 'new', 'threat', 'dawning,', 'Bond', 'learns', 'the', 'terrible', 'truth', 'about', 'the', 'author', 'of', 'all', 'his', 'pain', 'in', 'his', 'most', 'recent', 'missions.']","$880,707,597",C16,['Sam Mendes'],"['John Logan', 'Neal Purvis', 'Robert Wade', 'Jez Butterworth', 'John Logan', 'Neal Purvis', 'Robert Wade', 'Ian Fleming']","['Globetrotting Adventure', 'One-Person Army Action', 'Spy', 'Action', 'Adventure', 'Thriller', 'Daniel Craig', 'Christoph Waltz', 'Léa Seydoux', 'Ralph Fiennes', 'Monica Bellucci', 'Ben Whishaw', 'Naomie Harris', 'Dave Bautista', 'Andrew Scott', 'Rory Kinnear', 'Jesper Christensen', 'Alessandro Cremona', 'Stephanie Sigman', 'Tenoch Huerta', 'Adriana Paz', 'Domenico Fortunato', 'Marco Zingaro', 'Stefano Elfi DiClaudia', 'B24', 'Columbia Pictures', 'Danjaq', 'A', 'cryptic', 'message', 'from', 'James', ""Bond's"", 'past', 'sends', 'him', 'on', 'a', 'trail', 'to', 'uncover', 'the', 'existence', 'of', 'a', 'sinister', 'organisation', 'named', 'SPECTRE.', 'With', 'a', 'new', 'threat', 'dawning,', 'Bond', 'learns', 'the', 'terrible', 'truth', 'about', 'the', 'author', 'of', 'all', 'his', 'pain', 'in', 'his', 'most', 'recent', 'missions.', 'Sam Mendes', 'John Logan', 'Neal Purvis', 'Robert Wade', 'Jez Butterworth', 'John Logan', 'Neal Purvis', 'Robert Wade', 'Ian Fleming']"
1235,https://www.imdb.com/title/tt1478338/?ref_=sr_t_297,Phù Dâu,68%,['Comedy'],"['Kristen Wiig', 'Maya Rudolph', 'Rose Byrne', 'Terry Crews', 'Tom Yi', 'Elaine Kao', 'Michael Hitchcock', 'Kali Hawk', 'Joe Nunez', 'Rebel Wilson', 'Matt Lucas', 'Jill Clayburgh', 'Wendi McLendon-Covey', 'Ellie Kemper', 'Greg Tuculescu', 'Steve Bannos', 'Melissa McCarthy', 'Hugh Dane']","Aug 05, 2011",2 hours 5 minutes,English,"['Universal Pictures', 'Relativity Media', 'Apatow Productions']","['Competition', 'between', 'the', 'maid', 'of', 'honor', 'and', 'a', 'bridesmaid,', 'over', 'who', 'is', 'the', ""bride's"", 'best', 'friend,', 'threatens', 'to', 'upend', 'the', 'life', 'of', 'an', 'out-of-work', 'pastry', 'chef.']","$324,840,797",R,['Paul Feig'],"['Kristen Wiig', 'Annie Mumolo']","['Comedy', 'Kristen Wiig', 'Maya Rudolph', 'Rose Byrne', 'Terry Crews', 'Tom Yi', 'Elaine Kao', 'Michael Hitchcock', 'Kali Hawk', 'Joe Nunez', 'Rebel Wilson', 'Matt Lucas', 'Jill Clayburgh', 'Wendi McLendon-Covey', 'Ellie Kemper', 'Greg Tuculescu', 'Steve Bannos', 'Melissa McCarthy', 'Hugh Dane', 'Universal Pictures', 'Relativity Media', 'Apatow Productions', 'Competition', 'between', 'the', 'maid', 'of', 'honor', 'and', 'a', 'bridesmaid,', 'over', 'who', 'is', 'the', ""bride's"", 'best', 'friend,', 'threatens', 'to', 'upend', 'the', 'life', 'of', 'an', 'out-of-work', 'pastry', 'chef.', 'Paul Feig', 'Kristen Wiig', 'Annie Mumolo']"
1236,https://www.imdb.com/title/tt1524930/?ref_=sr_t_298,Kỳ Nghỉ Bá Đạo,62%,"['Road Trip', 'Slapstick', 'Adventure', 'Comedy']","['Ed Helms', 'Christina Applegate', 'Skyler Gisondo', 'Steele Stebbins', 'Chris Hemsworth', 'Leslie Mann', 'Chevy Chase', ""Beverly D'Angelo"", 'Charlie Day', 'Catherine Missal', 'Ron Livingston', 'Norman Reedus', 'Keegan-Michael Key', 'Regina Hall', 'Emyri Crutchfield', 'Alkoya Brunson', 'Nick Kroll', 'Tim Heidecker']","Aug 07, 2015",1 hour 39 minutes,English,"['New Line Cinema', 'RatPac-Dune Entertainment', 'BenderSpink']","['Rusty', 'Griswold', 'takes', 'his', 'own', 'family', 'on', 'a', 'road', 'trip', 'to', '""Walley', 'World""', 'in', 'order', 'to', 'spice', 'things', 'up', 'with', 'his', 'wife', 'and', 'reconnect', 'with', 'his', 'sons.']","$107,228,221",R,"['John Francis Daley', 'Jonathan Goldstein']","['Jonathan Goldstein', 'John Francis Daley', 'John Hughes']","['Road Trip', 'Slapstick', 'Adventure', 'Comedy', 'Ed Helms', 'Christina Applegate', 'Skyler Gisondo', 'Steele Stebbins', 'Chris Hemsworth', 'Leslie Mann', 'Chevy Chase', ""Beverly D'Angelo"", 'Charlie Day', 'Catherine Missal', 'Ron Livingston', 'Norman Reedus', 'Keegan-Michael Key', 'Regina Hall', 'Emyri Crutchfield', 'Alkoya Brunson', 'Nick Kroll', 'Tim Heidecker', 'New Line Cinema', 'RatPac-Dune Entertainment', 'BenderSpink', 'Rusty', 'Griswold', 'takes', 'his', 'own', 'family', 'on', 'a', 'road', 'trip', 'to', '""Walley', 'World""', 'in', 'order', 'to', 'spice', 'things', 'up', 'with', 'his', 'wife', 'and', 'reconnect', 'with', 'his', 'sons.', 'John Francis Daley', 'Jonathan Goldstein', 'Jonathan Goldstein', 'John Francis Daley', 'John Hughes']"
1238,https://www.imdb.com/title/tt0317705/?ref_=sr_t_300,Gia Đình Siêu Nhân,80%,"['Computer Animation', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Family']","['Craig T. Nelson', 'Samuel L. Jackson', 'Holly Hunter', 'Jason Lee', 'Dominique Louis', 'Teddy Newton', 'Jean Sincere', 'Eli Fucile', 'Maeve Andrews', 'Wallace Shawn', 'Spencer Fox', 'Lou Romano', 'Wayne Canney', 'Sarah Vowell', 'Michael Bird', 'Elizabeth Peña', 'Bud Luckey', 'Brad Bird']","Nov 05, 2004",1 hour 55 minutes,English,"['Walt Disney Pictures', 'Pixar Animation Studios']","['While', 'trying', 'to', 'lead', 'a', 'quiet', 'suburban', 'life,', 'a', 'family', 'of', 'undercover', 'superheroes', 'are', 'forced', 'into', 'action', 'to', 'save', 'the', 'world.']","$631,688,498",PG,['Brad Bird'],['Brad Bird'],"['Computer Animation', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Family', 'Craig T. Nelson', 'Samuel L. Jackson', 'Holly Hunter', 'Jason Lee', 'Dominique Louis', 'Teddy Newton', 'Jean Sincere', 'Eli Fucile', 'Maeve Andrews', 'Wallace Shawn', 'Spencer Fox', 'Lou Romano', 'Wayne Canney', 'Sarah Vowell', 'Michael Bird', 'Elizabeth Peña', 'Bud Luckey', 'Brad Bird', 'Walt Disney Pictures', 'Pixar Animation Studios', 'While', 'trying', 'to', 'lead', 'a', 'quiet', 'suburban', 'life,', 'a', 'family', 'of', 'undercover', 'superheroes', 'are', 'forced', 'into', 'action', 'to', 'save', 'the', 'world.', 'Brad Bird', 'Brad Bird']"
1240,https://www.imdb.com/title/tt5971474/?ref_=sr_t_302,Nàng Tiên Cá,72%,"['Fairy Tale', 'Feel-Good Romance', 'Sea Adventure', 'Teen Romance', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']","['Halle Bailey', 'Jonah Hauer-King', 'Melissa McCarthy', 'Javier Bardem', 'Noma Dumezweni', 'Art Malik', 'Daveed Diggs', 'Jacob Tremblay', 'Awkwafina', 'Jessica Alexander', 'Martina Laird', 'Emily Coates', 'Christopher Fairbank', 'John Dagleish', 'Matt Carver', 'Jude Akuwudike', 'Lorena Andrea', 'Simone Ashley']","May 26, 2023",2 hours 15 minutes,English,"['Walt Disney Pictures', 'Lucamar Productions', 'Marc Platt Productions']","['A', 'young', 'mermaid', 'makes', 'a', 'deal', 'with', 'a', 'sea', 'witch', 'to', 'trade', 'her', 'beautiful', 'voice', 'for', 'human', 'legs', 'so', 'she', 'can', 'discover', 'the', 'world', 'above', 'water', 'and', 'impress', 'a', 'prince.']","$569,626,289",K,['Rob Marshall'],"['David Magee', 'Hans Christian Andersen', 'John Musker', 'Ron Clements']","['Fairy Tale', 'Feel-Good Romance', 'Sea Adventure', 'Teen Romance', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance', 'Halle Bailey', 'Jonah Hauer-King', 'Melissa McCarthy', 'Javier Bardem', 'Noma Dumezweni', 'Art Malik', 'Daveed Diggs', 'Jacob Tremblay', 'Awkwafina', 'Jessica Alexander', 'Martina Laird', 'Emily Coates', 'Christopher Fairbank', 'John Dagleish', 'Matt Carver', 'Jude Akuwudike', 'Lorena Andrea', 'Simone Ashley', 'Walt Disney Pictures', 'Lucamar Productions', 'Marc Platt Productions', 'A', 'young', 'mermaid', 'makes', 'a', 'deal', 'with', 'a', 'sea', 'witch', 'to', 'trade', 'her', 'beautiful', 'voice', 'for', 'human', 'legs', 'so', 'she', 'can', 'discover', 'the', 'world', 'above', 'water', 'and', 'impress', 'a', 'prince.', 'Rob Marshall', 'David Magee', 'Hans Christian Andersen', 'John Musker', 'Ron Clements']"
