,Movie_Name,Ratings,Release_Date,Duration,Original_Language,Description,Box Office,Certificate (MPAA),Month,Category_Encoded,Film_Actor_Encoded,Writer_Encoded,Companies_Encoded,Directors_Encoded
2,0,0.72,2016-03-11,103,5,732,110216998,6,3,357,191,601,440,318
3,1,0.73,1999-03-31,97,5,308,53686594,6,3,282,2280,646,803,480
4,2,0.57,1996-11-27,103,5,934,320689294,1,11,203,2229,2141,1184,45
6,3,0.9,1957-04-10,96,5,1972,2945,0,4,335,2296,1187,359,21
7,4,0.8,1996-01-05,129,5,1430,168839459,7,1,240,1668,1865,1030,90
8,5,0.65,2018-01-19,130,5,2,67359190,7,1,118,1775,1533,1913,919
9,6,0.81,2013-11-08,134,5,1481,187734091,7,11,365,1762,532,328,58
12,7,0.75,2011-01-28,94,5,388,60738797,7,1,224,6,2006,635,324
14,8,0.63,2004-04-23,98,5,2190,96458118,6,4,288,93,605,570,460
15,9,0.73,2016-01-15,144,5,1195,69411370,7,1,107,194,1920,378,849
17,10,0.68,2007-06-22,104,5,1056,132963417,6,6,369,183,847,1742,884
18,11,0.64,2009-04-17,102,5,1648,136316880,6,4,287,1562,362,268,233
22,12,0.82,2020-01-10,119,5,1004,446064352,7,1,118,1957,1321,1794,1094
24,13,0.71,1985-03-22,113,5,1445,8431544,7,3,339,193,936,1121,872
27,14,0.59,2003-06-06,107,5,1274,236353236,6,6,80,908,117,1007,670
28,15,0.67,2013-08-02,109,5,2157,131940411,7,8,87,1977,1615,1087,996
29,16,0.83,1968-05-12,149,5,2261,66778448,1,5,134,322,1428,181,38
30,17,0.58,2009-11-13,158,5,247,791217826,6,11,3,184,1284,1630,1075
32,18,0.68,2008-03-28,123,5,1517,159808370,6,3,335,148,1138,1595,1050
33,19,0.72,2012-03-16,109,5,428,201585556,7,3,87,231,886,1566,997
34,20,0.7,2014-06-13,112,5,820,331333876,7,6,87,1730,887,1564,997
38,21,0.75,2003-06-27,113,5,1287,84661434,7,6,219,1832,2166,1706,324
39,22,0.69,2007-05-11,100,5,1828,65048725,7,5,376,114,1302,1970,714
41,23,0.84,2009-12-25,170,10,2152,60262836,6,12,302,424,533,1120,1010
42,24,0.66,2007-10-19,113,5,786,75513170,7,10,375,247,1479,1655,359
44,25,0.76,2007-03-09,117,5,1480,456082343,7,3,118,2215,1724,1209,198
45,26,0.62,2014-03-07,102,5,1314,337580051,7,3,118,1271,1723,1210,929
49,27,0.76,2007-09-07,122,5,532,70016220,7,9,48,1076,208,97,545
51,28,0.68,2004-02-13,99,5,1333,198520934,6,2,282,643,156,1661,989
52,29,0.77,2009-08-07,95,5,793,60801288,6,8,282,1582,1343,640,802
54,30,0.54,2023-03-10,93,5,922,60730568,6,3,47,283,1332,1371,1099
56,31,0.72,2002-11-08,110,5,1265,242875078,7,11,330,2119,1347,2091,305
59,32,0.7,2009-09-09,79,5,464,48428063,6,9,19,2081,1049,1929,10
60,33,0.48,2005-03-11,71,5,1398,1590308,4,3,329,367,945,564,877
65,34,0.59,1986-02-21,117,5,45,6740470,7,2,338,741,23,529,251
67,35,0.56,2017-11-01,104,5,1035,130560428,7,11,324,758,557,2068,682
68,36,0.72,2019-11-22,109,5,1618,67925733,5,11,364,647,884,849,809
69,37,0.82,2002-01-04,135,5,369,316791257,6,1,335,1079,1863,1084,1080
74,38,0.74,1977-06-15,175,5,1708,50750000,5,6,365,1160,1940,15,1022
75,39,0.78,1993-10-01,121,5,969,17287898,7,10,335,1012,1845,527,1046
76,40,0.72,1998-11-25,95,5,381,363258859,1,11,161,364,510,1152,652
79,41,0.68,2009-11-06,96,5,1210,325286646,5,11,140,141,1829,1188,1060
83,42,0.79,1983-11-18,93,5,1471,20792619,5,11,324,915,375,193,179
87,43,0.59,2004-07-16,95,5,1780,70080371,5,7,321,2304,736,1311,819
88,44,0.82,1972-02-02,136,5,861,27034174,7,2,261,528,1426,1238,38
91,45,0.64,2017-02-17,146,5,909,26620002,7,2,348,1902,635,333,487
93,46,0.64,2011-11-10,99,5,343,30519436,7,11,338,714,1901,547,334
94,47,0.92,2024-11-05,112,5,1037,49000,7,11,277,1852,2183,29,389
97,48,0.74,2019-05-17,109,5,177,78871103,5,5,186,245,1651,1806,447
98,49,0.72,2017-01-27,100,5,176,205035819,5,1,186,246,1652,1807,768
101,50,0.77,1992-12-11,138,5,379,243240178,7,12,335,1387,61,1628,1042
102,51,0.79,1967-01-18,99,12,617,14516248,7,1,224,1849,1801,13,6
104,52,0.68,2017-07-28,92,5,1510,1951683,7,7,342,1707,2064,609,347
105,53,0.52,2013-02-14,98,5,1573,304654182,7,2,80,1680,1412,911,662
108,54,0.69,2006-11-10,117,5,15,42269923,6,11,282,1078,792,1954,1033
109,55,0.65,2023-09-15,103,5,1466,122290456,6,9,358,334,914,1877,743
111,56,0.74,2005-09-30,96,5,378,61385065,7,9,107,1477,537,300,334
112,57,0.7,2001-05-11,132,5,815,117487657,6,5,2,2281,1768,1648,219
113,58,0.73,1992-07-01,128,5,1189,132440069,5,7,284,1419,691,1581,969
116,59,0.75,2023-01-13,126,5,1712,113360085,6,1,302,1392,98,35,801
119,60,0.8,1947-03-01,104,5,18,179059,5,3,346,1951,935,752,870
123,61,0.61,2014-05-30,116,5,1019,87189756,7,5,207,1177,1374,1393,9
124,62,0.61,2021-10-29,105,5,1583,269435,7,10,365,2313,267,163,544
126,63,0.62,1998-10-02,82,5,2150,30331740,6,10,258,1782,1476,1412,637
127,64,0.74,1984-11-16,91,5,1875,25858216,7,11,378,2284,1671,263,175
133,65,0.75,2018-04-06,90,0,203,340955294,6,4,359,2112,1791,405,648
134,66,0.72,2021-05-28,97,5,1259,297372261,6,5,357,2115,504,405,648
135,67,0.63,2024-06-28,99,0,733,261786322,6,6,357,509,939,405,873
136,68,0.65,2020-11-10,92,5,688,23805899,6,11,265,1346,1714,2029,188
141,69,0.83,2011-03-16,123,19,366,22926076,6,3,365,911,1017,532,934
143,70,0.68,2004-12-17,108,5,2257,211468235,5,12,186,132,1246,469,210
144,71,0.7,2009-11-06,106,5,1600,31431652,7,11,302,734,459,1932,418
146,72,0.68,2018-09-14,117,5,1847,97644617,7,9,262,475,2010,747,957
147,73,0.75,1999-01-22,121,5,2141,16316273,7,1,279,1590,1331,1408,1095
148,74,0.76,2018-10-05,136,5,391,436433122,7,10,329,415,40,1218,212
149,75,0.73,2016-11-18,103,5,2044,16054411,4,11,364,506,306,696,1072
150,76,0.79,1951-09-19,122,5,1170,53162,0,9,365,1504,1534,1502,409
154,77,0.75,1996-07-24,149,5,675,152266007,7,7,335,620,488,332,625
158,78,0.62,2011-11-04,90,5,1832,36192775,7,11,206,289,554,262,121
160,79,0.63,1985-05-24,131,5,2001,50337730,5,5,1,1055,1214,1845,642
161,80,0.73,2002-01-25,101,5,2133,47494916,5,1,338,529,1001,1232,211
162,81,0.72,2001-06-29,146,5,310,235926635,6,6,212,2247,1753,1306,71
167,82,0.66,2024-04-19,109,5,770,42791449,7,4,315,679,1456,533,832
168,83,0.78,2013-11-08,123,5,1051,87100748,7,11,286,2013,1202,837,1023
169,84,0.71,2002-05-17,101,5,2357,130549455,6,5,282,2321,1009,1037,271
171,85,0.51,2024-11-01,112,5,902,3602173,7,11,80,467,1618,610,502
175,86,0.69,1994-02-04,86,5,257,107217396,6,2,262,139,290,244,132
176,87,0.65,2019-09-20,123,5,1041,127461872,6,9,209,1630,320,334,541
178,88,0.77,2003-02-14,115,5,347,32802440,7,2,302,832,1511,1538,32
179,89,0.68,1993-11-19,94,5,1883,48919043,6,11,313,410,1822,421,1054
181,90,0.62,2013-04-03,112,5,426,1575749,7,4,338,782,671,2004,794
183,91,0.69,1987-07-03,102,5,57,34368475,6,7,174,2088,2100,809,259
184,92,0.22,2024-09-17,84,5,1391,6200000,6,9,375,1802,1885,1398,272
185,93,0.52,2024-08-30,84,5,1894,12977758,6,8,374,179,1885,1623,272
186,94,0.53,2019-04-12,105,5,729,69497587,6,4,338,243,1509,1444,587
188,95,0.76,1985-10-11,97,5,1709,10629668,7,10,279,2240,595,758,828
193,96,0.59,2009-12-16,104,5,762,2425535,7,12,335,1822,1814,110,286
199,97,0.78,1977-04-03,95,8,1468,37794,4,4,63,382,1665,1333,172
201,98,0.74,2023-04-05,111,5,1967,90060106,7,4,340,588,2153,2101,1074
202,99,0.65,1997-07-25,124,5,1131,315156409,7,7,107,2269,492,1617,186
203,100,0.77,1980-07-02,88,5,838,83455547,5,7,325,1026,423,486,593
204,101,0.8,1988-07-16,124,13,499,3290294,7,7,83,766,654,1871,735
205,102,0.69,2019-05-24,128,5,859,1054304000,5,5,194,1532,464,1142,499
209,103,0.52,2012-10-19,101,5,314,34618867,6,10,80,1456,795,1387,1037
211,104,0.56,2004-11-24,175,5,863,167298192,7,11,118,1854,1039,1195,937
215,105,0.64,2010-03-05,108,5,1676,1025468216,5,3,231,691,756,1157,103
216,106,0.85,1979-06-22,117,5,817,108610231,7,6,376,1204,1985,920,1033
217,107,0.62,1997-11-26,109,5,2143,161376069,7,11,128,1206,1983,921,573
218,108,0.57,2004-08-13,101,5,1194,177427090,6,8,76,1118,1098,932,965
219,109,0.64,2017-05-19,122,5,1936,240892187,7,5,357,713,1982,909,1033
220,110,0.71,2024-08-16,119,5,2348,350865342,7,8,374,1686,1981,1883,425
221,111,0.84,1986-07-18,137,5,1153,131060248,7,7,0,1203,313,919,538
222,112,0.46,2007-12-25,94,5,2204,130290885,7,12,126,973,1386,932,294
223,113,0.64,1992-05-22,114,5,1762,159814498,7,5,128,1207,1984,921,339
224,114,0.73,2019-02-14,122,5,151,404980543,6,2,0,1059,309,875,1053
227,115,0.67,1989-11-17,84,5,92,27100027,1,11,138,2012,2143,2014,390
234,116,0.68,1996-03-08,130,24,1851,13128,11,3,338,168,1640,505,162
238,117,0.96,2024-02-22,105,5,1707,4000000,7,2,346,202,380,1394,620
240,118,0.68,2017-12-25,132,5,2039,56996304,7,12,335,737,2095,2098,1033
242,119,0.71,2016-11-23,124,5,1361,119520023,7,11,105,1622,1486,487,1060
244,120,0.62,2016-11-11,111,5,189,42580920,6,11,299,369,2038,1046,336
245,121,0.79,2000-09-22,122,5,307,47387566,7,9,179,1600,1800,1811,235
246,122,0.54,2015-05-29,105,5,97,26250020,6,5,282,1640,1800,1573,235
247,123,0.62,2020-09-18,98,5,468,642502,7,9,335,263,869,370,647
248,124,0.64,2001-04-06,104,5,2272,105178561,7,4,335,771,334,462,774
249,125,0.66,2018-08-17,96,5,1503,97254328,6,8,224,383,2003,695,337
252,126,0.53,2007-12-14,92,5,2093,365352546,5,12,195,51,562,1952,104
254,127,0.6,2024-10-28,101,5,1141,12300000,6,10,271,280,859,1710,724
255,128,0.84,1984-09-19,160,5,1983,52075942,5,9,330,2148,1137,771,896
258,129,0.61,2022-04-08,136,5,2172,52303589,7,4,107,2384,1859,1089,849
259,130,0.62,2017-09-15,111,5,840,67234188,7,9,80,2054,1455,1432,854
260,131,0.83,1999-10-01,122,5,512,356296601,7,10,365,362,1937,1783,1094
264,132,0.78,2007-11-02,157,5,982,269755430,7,11,107,1985,1497,1102,1033
266,133,0.74,1973-08-11,110,5,286,115006578,5,8,302,981,144,981,469
267,134,0.85,1998-11-20,119,5,1616,23875714,7,11,335,2076,2075,283,145
272,135,0.72,2013-12-20,138,5,117,251171807,7,12,335,1819,42,1550,353
273,136,0.71,2017-09-29,115,5,2020,134866593,7,9,91,1382,119,1697,396
275,137,0.7,1999-07-09,95,5,1282,235483004,7,7,325,47,1236,1052,966
276,138,0.64,2001-08-10,108,5,1564,287553595,7,8,325,46,1163,109,527
278,139,0.76,2000-04-14,102,5,622,34266679,7,4,294,1807,1751,2088,829
280,140,0.73,2015-01-16,133,5,1665,547659020,7,1,118,1641,366,1276,291
282,141,0.65,2020-11-13,117,5,4,1109287,7,11,338,303,81,693,433
283,142,0.8,2001-04-13,154,23,908,20908467,7,4,335,2107,191,2078,366
284,143,0.61,2022-10-07,134,5,1470,31245810,7,10,279,1808,2085,1888,353
285,144,0.83,2002-02-08,122,7,1160,175183052,7,2,265,943,188,1530,573
287,145,0.72,2007-12-07,98,5,2052,1306875,7,12,358,2100,1613,1908,139
288,146,0.75,1981-08-21,97,5,873,30819283,7,8,319,1950,508,526,649
290,147,0.71,1997-12-19,94,5,1973,139804348,1,12,162,651,1508,946,391
292,148,0.77,2024-03-22,151,7,640,36051506,7,3,335,1128,643,69,728
294,149,0.71,2004-07-09,94,5,1473,90710804,6,7,325,1522,1674,1787,1112
299,150,0.58,1984-01-13,94,5,1336,17488564,7,1,80,1840,1265,1834,1058
300,151,0.64,2019-08-23,121,5,1647,146661977,7,8,80,2223,1254,208,1020
301,152,0.67,2009-05-15,138,5,1325,485930816,6,5,241,1417,2053,1670,1080
303,153,0.63,2003-04-11,106,5,1144,195745823,6,4,325,2363,2037,574,989
306,154,0.66,2019-06-21,118,5,1080,31626978,7,6,80,1139,779,730,792
307,155,0.66,2012-09-07,129,5,1460,68929150,7,9,338,324,1608,1091,619
309,156,0.55,2014-10-03,99,5,124,257589952,7,10,375,1506,109,276,668
311,157,0.66,1982-06-18,127,5,547,57063861,5,6,297,1655,1812,1587,646
312,158,0.8,1977-04-20,93,5,870,38289445,5,4,265,1552,1713,7,188
313,159,0.68,2018-02-23,115,5,66,43070915,7,2,219,787,2163,426,420
316,160,0.72,2015-07-17,117,5,1006,519311965,6,7,88,903,2178,160,993
317,161,0.6,2023-02-17,124,5,1793,476071180,6,2,32,906,381,152,993
320,162,0.65,2009-05-20,108,5,259,7426176,4,5,358,1542,714,1362,766
322,163,0.61,2023-12-22,103,5,788,220297199,7,12,265,1276,254,1600,176
324,164,0.84,1979-08-15,147,5,54,105086099,7,8,210,578,526,37,431
326,165,0.78,2006-12-08,139,17,1032,120654337,7,12,48,2225,878,2086,845
327,166,0.77,1995-06-30,140,5,1662,355237933,5,6,224,1409,433,2093,1080
328,167,0.52,2011-09-02,86,5,1154,26236153,6,9,374,1508,1770,1746,486
329,168,0.67,2008-10-03,115,5,2153,27712362,7,10,208,2058,1249,286,403
331,169,0.61,1988-04-27,102,5,2245,960040,5,4,335,922,1807,754,876
332,170,0.68,2018-12-21,143,5,1011,1152028393,6,12,68,54,2059,1300,548
333,171,0.56,2023-12-22,124,5,1089,439381226,6,12,68,53,2057,1303,548
337,172,0.73,2023-04-28,106,5,1218,21464043,6,4,301,2062,664,2024,737
339,173,0.77,2012-10-12,120,5,743,232325503,7,10,335,1231,1879,1310,1074
340,174,0.56,2024-02-02,139,5,470,96221061,6,2,87,2293,364,240,837
341,175,0.67,1998-07-01,151,5,803,553712773,6,7,0,1673,574,799,849
346,176,0.79,2016-11-11,116,5,1611,212758656,6,11,333,2388,33,55,374
348,177,0.71,2011-11-23,97,5,1790,151411134,5,11,140,9,1112,1603,1097
350,178,0.63,2014-08-29,93,5,2280,41898409,7,8,375,914,480,65,636
351,179,0.77,1997-12-25,139,5,520,314178011,6,12,282,2367,805,861,543
356,180,0.56,2016-12-21,115,5,1108,240697856,6,12,3,715,923,331,726
357,181,0.65,2023-06-23,105,5,1255,53857743,6,6,280,57,1667,1939,173
359,182,0.69,2001-06-15,95,5,700,186053725,5,6,22,719,1521,1182,459
361,183,0.67,2017-07-28,115,5,989,100014025,7,7,80,1742,698,1934,345
362,184,0.78,2008-01-11,123,5,2070,129266061,7,1,332,323,251,1036,619
367,185,0.62,2002-07-26,94,5,2193,296939148,6,7,29,747,956,316,569
368,186,0.7,1997-05-02,89,5,655,67711748,6,5,207,753,958,1455,569
369,187,0.67,1999-06-11,95,5,1180,313701294,6,6,29,754,956,315,569
371,188,0.79,2009-12-18,162,5,430,2923706026,6,12,68,1112,314,937,538
373,189,0.75,2022-12-16,192,5,1537,2320250281,6,12,68,1113,310,1884,538
374,190,0.73,2015-05-01,141,5,2234,1405018048,6,5,3,1019,613,161,713
375,191,0.84,2019-04-26,181,5,841,2799439100,6,4,50,1020,1908,161,840
376,192,0.84,2018-04-27,149,5,1885,2052415039,6,4,3,1022,1907,151,840
377,193,0.65,2007-11-30,84,5,626,32730062,7,11,335,2273,445,782,607
378,194,0.78,1991-01-11,121,5,1182,52096475,6,1,365,1007,1037,1580,969
379,195,0.54,2024-09-27,86,5,1451,658247,7,9,129,1470,1395,1430,400
380,196,0.69,1995-08-04,91,5,1306,254134910,1,8,190,1,2140,975,264
381,197,0.75,2006-11-10,143,5,2115,135330835,7,11,365,1633,190,401,366
384,198,0.75,2017-06-28,113,5,1129,226945087,7,6,89,533,2181,843,404
387,199,0.71,2022-12-23,189,5,568,64960676,7,12,302,1621,1960,452,311
390,200,0.63,1984-06-29,105,5,541,38435947,7,6,325,1403,1693,790,906
391,201,0.63,2024-05-17,122,5,1977,50962130,7,5,330,543,848,702,1096
392,202,0.85,1985-07-03,116,5,1637,384577472,5,7,178,721,1267,1108,1060
393,203,0.78,1989-11-22,108,5,849,332500002,5,11,32,720,1266,1108,1060
394,204,0.74,1990-05-25,118,5,1855,245077583,5,5,38,722,1266,1108,1060
395,205,0.68,1995-04-07,119,5,2159,141407024,7,4,91,1527,140,1642,849
396,206,0.66,2003-07-18,147,5,2162,273340010,7,7,91,1530,139,1642,849
397,207,0.65,2020-01-17,124,5,1643,426505244,7,1,91,1529,1121,1632,223
398,208,0.66,2024-06-07,115,5,2324,404525182,7,6,29,1528,1855,1539,223
399,209,0.62,2016-07-29,100,5,2327,183936074,7,7,325,757,557,601,682
401,210,0.7,2003-11-26,92,5,380,76490995,7,11,298,1597,172,1641,92
402,211,0.56,2016-11-23,92,5,1302,24079268,7,11,298,1596,544,1411,822
405,212,0.57,2011-06-24,92,5,332,216197492,7,6,265,1691,129,1571,533
406,213,0.71,2018-10-12,141,5,6,31882724,7,10,335,84,2160,2012,397
408,214,0.46,2024-09-27,93,5,2276,1013471,6,9,378,1103,500,744,297
416,215,0.59,1968-10-10,98,5,1475,1288,5,10,68,33,376,149,1073
417,216,0.7,2022-09-09,102,5,646,45352337,7,9,375,2212,1720,1403,197
418,217,0.68,2023-07-21,114,5,1061,1446938421,6,7,201,536,186,1316,491
419,218,0.65,2014-09-04,90,5,1882,15071,6,9,282,2139,1463,1335,609
422,219,0.81,1975-12-18,185,5,893,279084,5,12,224,1089,1430,506,38
424,220,0.71,1992-03-20,127,5,615,352927224,7,3,335,705,449,1461,964
426,221,0.75,1989-06-23,126,5,1895,411569241,6,6,63,729,1706,1262,103
427,222,0.38,1997-06-20,125,5,1074,238259753,6,6,81,820,1708,1239,625
428,223,0.82,2005-06-15,140,5,854,375404836,6,6,118,1809,1710,1259,284
429,224,0.54,1995-06-16,121,5,1076,336567158,6,6,82,1464,1705,1239,625
430,225,0.71,1992-06-19,126,5,2333,266940655,6,6,123,728,1709,1239,103
431,226,0.65,2016-03-25,151,5,1075,874362803,7,3,3,1235,1707,1245,198
434,227,0.58,2012-05-18,131,5,228,303025485,6,5,0,2025,553,1095,975
437,228,0.55,2017-05-25,116,5,1167,177856751,7,5,87,2042,889,442,7
441,229,0.67,2023-04-21,179,5,1260,12337378,7,4,188,154,840,1493,880
442,230,0.74,2018-10-25,120,5,1067,31749905,7,10,365,1250,782,2102,426
444,231,0.71,2017-03-17,129,5,80,1266115964,5,3,229,2127,1435,1146,96
448,232,0.61,2000-10-20,93,5,1338,90383208,6,10,313,1650,1118,890,508
451,233,0.75,1988-03-30,92,5,2015,74852535,5,3,313,1866,927,759,103
452,234,0.68,2024-09-06,105,5,766,451100435,6,9,308,726,926,1309,103
454,235,0.81,1995-01-27,101,5,703,6568101,7,1,338,2132,1209,1474,1030
455,236,0.81,2004-07-30,80,5,1675,16505440,7,7,338,2133,1208,1328,1030
456,237,0.73,2007-10-26,117,5,2329,25038466,7,10,335,927,669,1456,21
457,238,0.74,2014-07-11,104,5,99,105539577,7,7,273,325,472,1863,632
459,239,0.77,1999-12-03,113,5,460,23106795,7,12,292,185,1842,577,32
462,240,0.68,1958-12-19,106,5,384,1732,0,12,304,20,2000,1675,1032
464,241,0.81,1959-11-18,212,5,34,74439376,1,11,63,1749,750,201,184
465,242,0.67,2003-08-01,112,5,1562,76585951,6,8,281,877,198,33,496
466,243,0.67,2021-12-03,131,7,12,4265353,11,12,338,1503,2030,595,964
468,244,0.63,2007-11-16,115,5,2061,196393745,6,11,24,964,990,447,1060
472,245,0.75,2000-10-20,90,5,64,20789556,6,10,271,2168,1898,1475,281
475,246,0.7,2025-01-17,134,5,522,55902,7,1,341,994,1399,664,858
478,247,0.89,2017-10-06,89,5,1036,20300,7,10,317,1783,1722,687,265
480,248,0.74,1984-12-05,105,5,240,316360478,7,12,87,2064,1998,467,824
486,249,0.69,1999-12-17,132,5,1978,87423861,5,12,336,1046,266,827,259
487,250,0.73,1988-06-03,104,5,851,151927281,5,6,288,1416,112,949,969
489,251,0.64,1999-06-25,93,5,331,234801895,6,6,302,628,1470,6,376
490,252,0.8,2004-01-09,125,5,246,123235422,6,1,214,2143,2001,1541,103
491,253,0.78,2014-11-07,102,5,543,657870525,5,11,14,1091,590,1176,392
495,254,0.72,1986-07-02,99,5,491,11106699,6,7,42,402,111,906,633
498,255,0.77,2000-11-10,110,5,572,109283018,7,11,330,25,732,701,42
499,256,0.64,1995-02-10,89,5,1462,26488734,6,2,325,642,1565,1029,78
504,257,0.77,2014-11-14,119,5,620,103215094,7,11,302,727,2136,324,366
505,258,0.61,2020-02-07,109,5,829,205537933,7,2,87,535,1890,1534,243
506,259,0.72,1994-03-18,139,5,810,1862805,7,3,332,2319,1057,1450,1077
507,260,0.75,2018-08-10,135,5,1777,93413709,7,8,279,187,1843,1918,33
508,261,0.62,2022-10-21,125,5,1667,393452111,6,10,68,2047,1756,1225,567
511,262,0.71,1974-12-20,98,5,1207,2830,7,12,377,861,1303,614,179
515,263,0.77,2002-01-18,144,5,2018,172989651,7,1,118,249,814,566,1033
516,264,0.68,2015-09-18,123,5,2050,99975678,7,9,107,217,825,1695,1100
518,265,0.77,1947-12-01,101,5,280,166391,0,12,365,1958,1306,751,870
519,266,0.73,2018-02-16,134,5,1865,1349926083,6,2,3,1728,1309,161,1089
520,267,0.67,2022-11-11,161,5,1997,859208836,6,11,50,458,1308,161,1089
522,268,0.69,2007-03-02,116,5,32,10907485,7,3,330,1823,1944,375,301
525,269,0.8,2010-12-17,108,5,1674,329398046,7,12,335,789,822,643,331
526,270,0.66,2021-07-09,134,5,1663,379751655,6,7,3,1145,34,161,240
529,271,0.71,1998-08-21,120,5,302,131211897,7,8,128,1512,2093,2,50
530,272,0.67,2002-03-22,117,5,1091,155010032,7,3,126,1511,838,259,494
531,273,0.81,1982-06-25,117,5,68,41758452,7,6,106,2263,210,762,1033
532,274,0.8,2017-10-06,164,5,2381,276605984,7,10,106,2264,209,1915,374
533,275,0.58,2004-12-08,113,5,1092,131977904,7,12,128,1510,2091,284,357
534,276,0.67,1999-02-12,112,5,403,40263020,6,2,280,1651,1495,1941,516
535,277,0.77,1974-02-07,93,5,1465,119625020,7,2,207,1839,876,1698,844
538,278,0.65,2014-05-23,117,5,758,128006208,6,5,265,644,269,2039,436
540,279,0.65,2024-08-23,102,5,2311,46393906,7,8,241,777,1732,1423,201
543,280,0.8,2006-12-08,143,5,225,171720398,7,12,210,448,1832,1291,406
544,281,0.79,1993-04-30,180,5,1070,4496583,7,4,335,1891,1301,2058,81
545,282,0.75,1985-01-18,99,5,1996,4262909,7,1,279,190,459,579,621
548,283,0.68,1988-04-29,92,5,0,11807585,7,4,110,80,1391,1453,914
549,284,0.75,2001-04-06,124,5,2031,83282296,7,4,335,214,1787,209,83
550,285,0.74,1967-09-26,111,5,210,38575,4,9,358,1949,947,1458,881
551,286,0.59,2023-08-18,127,5,907,130788072,6,8,0,1557,101,1293,716
555,287,0.77,2013-10-09,180,7,747,19796489,3,10,338,512,395,540,707
559,288,0.71,2014-07-09,90,5,395,993313,7,7,335,519,411,761,589
560,289,0.73,2011-01-28,112,5,2003,15440333,7,1,338,1081,2130,2099,381
561,290,0.77,1986-10-23,120,5,1944,8638396,7,10,335,2348,2067,1724,348
