,Movie_Name,Ratings,Release_Date,Duration,Original_Language,Description,Box Office,Certificate (MPAA),Month,Category_Encoded,Film_Actor_Encoded,Writer_Encoded,Companies_Encoded,Directors_Encoded
2495,1258,0.73,2005-10-21,126,5,222,25211175,7,10,365,1743,942,1322,921
2496,1259,0.83,1959-12-18,136,5,42,192323,0,12,1,1705,46,201,485
2501,1260,0.58,2001-12-14,89,5,506,66468985,7,12,325,1831,951,1575,624
2502,1261,0.51,1991-02-15,94,5,90,8479793,6,2,325,1760,1109,250,314
2503,1262,0.72,1999-05-28,124,5,510,363992308,6,5,282,2318,1202,524,1071
2504,1263,0.72,2013-05-31,115,5,888,351723989,6,5,262,121,2172,704,790
2505,1264,0.64,2016-06-10,129,5,1899,334897606,6,6,29,120,2173,714,683
2512,1265,0.69,2014-03-06,117,5,502,13269941,4,3,365,1746,714,1363,766
2514,1266,0.77,2001-02-02,107,5,1486,71871136,6,2,180,2201,236,821,621
2517,1267,0.7,2013-04-19,124,5,1528,286168572,6,4,3,1367,649,1019,701
2519,1268,0.63,2018-06-08,110,5,1152,297795726,6,6,87,1125,114,1275,457
2520,1269,0.77,2001-12-07,116,5,1143,450717150,6,12,262,2208,137,1274,70
2521,1270,0.65,2004-12-10,125,5,1142,362744280,6,12,262,2209,154,1271,70
2522,1271,0.65,1983-06-10,131,5,195,67917359,5,6,1,1050,148,971,642
2523,1272,0.65,2014-04-11,104,5,466,44459951,7,4,375,292,952,3,886
2524,1273,0.96,2024-08-20,98,5,2214,1200000,7,8,375,1892,1959,351,310
2525,1274,0.59,2016-12-09,105,5,2302,114501299,7,12,324,41,556,1769,708
2526,1275,0.76,1999-02-19,89,5,2085,10829894,7,2,325,1057,955,877,889
2529,1276,0.58,2021-07-23,108,5,608,90146510,6,7,358,2175,786,1056,797
2532,1277,0.7,2003-02-21,88,5,2089,87135520,7,2,325,508,1942,1799,118
2533,1278,0.83,2003-11-21,120,15,797,17592355,7,11,91,1765,104,656,949
2534,1279,0.74,1968-09-27,153,5,801,228,1,9,363,547,759,589,238
2535,1280,0.65,2013-03-22,119,5,1797,170270201,7,3,80,2219,1952,203,860
2536,1281,0.67,1969-12-19,142,5,1101,22828813,5,12,48,2211,1409,1845,987
2538,1282,0.71,2019-01-11,120,5,2049,38755968,6,1,365,2151,1999,1996,897
2539,1283,0.6,2012-05-23,124,5,2391,9617377,7,5,211,1108,292,132,168
2540,1284,0.81,1954-06-22,108,5,939,3768,0,6,335,566,1794,2065,409
2543,1285,0.83,1984-06-01,229,5,232,5476126,7,6,91,997,218,763,6
2544,1286,0.85,1969-07-04,166,12,398,5435312,6,7,224,2297,1367,543,6
2545,1287,0.76,2019-07-26,161,5,1016,392105159,7,7,302,443,1171,1624,1007
2546,1288,0.7,2011-08-19,107,5,828,59389433,6,8,338,502,2082,1926,786
2547,1289,0.87,1975-11-19,133,5,1476,109115366,7,11,365,2362,720,1869,896
2558,1290,0.76,2017-10-20,134,5,1072,26351322,6,10,63,244,1359,1620,701
2559,1291,0.63,2023-03-03,114,5,1841,48983306,7,3,87,63,201,1712,499
2560,1292,0.66,2022-05-11,128,5,1187,15621194,6,5,365,1860,950,646,657
2563,1293,0.83,2023-07-21,180,5,185,975594978,7,7,365,1834,1913,1031,284
2566,1294,0.74,2024-02-23,118,5,1518,20571534,5,2,365,2306,874,30,681
2567,1295,0.77,1980-09-19,124,5,1921,54766923,7,9,365,2018,621,448,1052
2569,1296,0.6,2001-08-03,116,5,649,35402320,7,8,332,656,1941,200,853
2570,1297,0.7,2009-07-24,123,5,321,77912251,7,7,375,1468,2056,1718,567
2579,1298,0.65,2003-10-03,105,5,30,55495563,6,10,335,1987,2021,178,236
2580,1299,0.67,2013-12-06,116,5,2232,15661554,7,12,335,1814,1740,235,1100
2586,1300,0.67,2006-05-19,83,5,495,339795890,5,5,161,1677,740,1781,105
2587,1301,0.69,1987-12-16,112,5,141,26713187,5,12,265,2230,749,182,450
2588,1302,0.66,2018-11-09,110,5,527,41657844,7,11,112,257,1575,956,721
2590,1303,0.63,2013-03-08,130,5,531,493311825,5,3,232,4,968,1158,1095
2595,1304,0.69,2013-07-12,131,5,1025,411002906,6,7,3,2343,1628,1214,494
2596,1305,0.56,2018-03-23,111,5,1536,290930148,6,3,3,171,1491,62,68
2597,1306,0.73,2015-01-16,95,5,678,326105453,5,1,200,2316,1085,699,960
2598,1307,0.78,2018-01-12,103,5,1716,283693343,5,1,206,1311,1086,699,960
2602,1308,0.73,1985-06-28,115,5,397,41410568,7,6,224,1843,892,766,291
2608,1309,0.82,2007-01-19,118,23,1362,83863565,7,1,354,2351,197,749,494
2610,1310,0.67,2009-09-25,108,5,2145,20648328,7,9,126,1970,1630,1683,273
2611,1311,0.68,2002-03-29,112,5,172,197079546,7,3,335,160,2054,1668,339
2613,1312,0.81,1973-05-09,102,5,1201,591,5,5,180,1090,448,755,977
2616,1313,0.57,2022-07-29,115,5,606,222607,7,7,335,274,644,662,752
2618,1314,0.85,2019-11-08,132,15,1313,262129969,7,11,279,1220,1734,1442,204
2619,1315,0.71,1989-08-02,124,5,1277,126297830,6,8,302,1258,775,2094,1080
2622,1316,0.81,1984-08-23,145,5,2118,3022537,7,8,224,2270,706,580,185
2624,1317,0.69,2024-10-24,136,12,1719,7892983,7,10,354,1726,1052,750,948
2627,1318,0.7,2016-12-21,116,5,352,303144152,6,12,331,103,561,1545,898
2628,1319,0.78,2023-06-23,105,15,1679,42528586,6,6,338,2239,1818,1489,246
2629,1320,0.84,1957-12-25,88,5,111,8290,0,12,365,371,1431,1424,38
2631,1321,0.73,2017-01-13,133,5,2035,52185751,7,1,91,554,1115,1432,975
2632,1322,0.69,2011-03-18,104,5,2128,97984015,7,3,178,1212,1406,1025,489
2633,1323,0.7,2015-09-25,115,5,1802,5578519,6,9,334,1353,1485,1999,406
2634,1324,0.71,1999-02-05,100,5,778,161626121,7,2,91,675,2148,2085,219
2638,1325,0.62,2001-05-25,183,5,569,449220945,6,5,108,1226,1177,802,849
2641,1326,0.76,1960-05-16,101,5,709,99129,4,5,358,295,745,202,871
2642,1327,0.66,2014-11-26,92,5,1833,373515621,5,11,14,1435,895,1776,415
2646,1328,0.59,2010-02-12,118,5,581,226497209,5,2,232,486,1949,1961,259
2648,1329,0.8,1999-08-20,81,13,443,563130,4,8,250,276,1718,575,1098
2651,1330,0.75,2007-01-05,147,5,1558,135039924,7,1,344,1310,348,1770,135
2656,1331,0.65,1989-04-21,103,5,846,57470138,7,4,349,1890,1448,377,830
2657,1332,0.68,2003-12-25,113,5,1896,121975011,5,12,73,117,286,1077,945
2658,1333,0.74,2018-01-19,130,5,1804,48707766,7,1,338,1474,1094,1919,963
2659,1334,0.77,1994-01-14,125,5,2256,206678440,6,1,365,1415,1290,855,689
2668,1335,0.69,2008-08-06,111,5,452,101624843,7,8,87,1178,1377,1591,342
2669,1336,0.6,1976-03-31,93,5,1681,3491,3,3,262,2010,539,1782,673
2670,1337,0.51,2022-09-08,105,5,459,33731,5,9,183,240,1268,1181,1060
2671,1338,0.55,2010-08-20,88,5,779,83188165,7,8,319,2087,1108,1737,452
2672,1339,0.71,2007-05-25,169,5,2356,961691209,6,5,75,212,1530,1137,487
2673,1340,0.74,2006-07-07,151,5,1534,1066179747,6,7,75,213,1530,1137,487
2674,1341,0.65,2017-05-26,129,5,1109,795922298,6,5,75,223,382,1138,603
2675,1342,0.66,2011-05-20,136,5,1533,1046721266,6,5,75,215,1531,1135,1040
2676,1343,0.81,2003-07-09,143,5,1090,654264546,6,7,75,224,1529,1139,487
2678,1344,0.7,2000-02-18,109,5,598,53187659,7,2,234,949,436,522,360
2679,1345,0.71,2012-10-05,112,5,1077,115647737,6,10,258,476,655,1422,563
2680,1346,0.64,2015-05-15,115,5,771,287144079,6,5,259,474,655,1421,411
2681,1347,0.58,2017-12-22,93,5,1261,185400345,6,12,259,473,656,1420,150
2682,1348,0.56,2015-07-24,105,5,2287,244874809,6,7,97,635,1563,1546,259
2683,1349,0.65,2023-01-13,107,5,435,74515586,7,1,1,2216,1827,1732,570
2684,1350,0.76,1987-11-25,93,5,23,49530280,7,11,190,1256,499,488,645
2686,1351,0.57,2001-07-27,120,5,1388,362211740,6,7,0,563,1156,913,103
2687,1352,0.81,1987-02-06,120,5,1123,138545632,7,2,365,1740,1040,2049,937
2690,1353,0.63,2021-10-08,109,5,1078,393824,7,10,365,1218,1024,513,926
2691,1354,0.67,1995-06-23,81,5,885,346079773,1,6,166,667,1802,1173,887
2692,1355,0.73,1991-07-12,122,5,886,83531958,7,7,80,884,1226,51,732
2696,1356,0.65,2019-05-10,104,5,1452,450063166,5,5,202,1094,1978,1205,1039
2699,1357,0.67,1984-03-23,96,5,1989,81198894,7,3,325,1255,982,764,516
2700,1358,0.73,1982-06-04,114,5,206,77233131,5,6,375,151,1493,179,115
2701,1359,0.55,2014-02-21,105,5,524,117831631,6,2,49,380,356,857,965
2702,1360,0.78,2024-02-27,141,5,896,117625455,7,2,286,2121,1626,1833,195
2704,1361,0.54,1980-12-12,114,5,1923,49823037,5,12,194,1044,624,444,1045
2706,1362,0.62,1982-03-19,94,5,1367,111289673,7,3,325,1898,1660,576,179
2707,1363,0.81,2020-02-14,122,7,1695,10019521,7,2,338,857,1954,76,307
2710,1364,0.66,1995-10-27,111,5,975,30862156,6,10,344,581,1643,2060,158
2715,1365,0.59,2017-03-24,124,5,2217,142337240,6,3,68,1878,482,94,370
2716,1366,0.63,1998-10-16,104,5,2184,46733898,6,10,288,1122,127,1734,492
2719,1367,0.73,2009-11-20,110,5,1403,63649529,4,11,365,2173,133,58,772
2720,1368,0.78,1987-06-12,107,5,573,98268458,7,6,77,815,435,874,660
2721,1369,0.64,2010-07-09,107,5,270,127233108,7,7,0,1471,8,914,925
2722,1370,0.74,2015-01-09,97,5,1029,4942449,7,1,106,2136,943,617,875
2724,1371,0.69,1990-07-27,127,5,1020,221303188,7,7,241,2262,1350,1221,306
2727,1372,0.71,1990-03-23,119,5,1214,463406268,7,3,265,984,277,812,450
2728,1373,0.67,1986-02-28,97,5,442,40480653,6,2,282,767,499,492,513
2730,1374,0.78,2005-11-23,129,5,1840,121616555,5,11,338,326,2120,1038,619
2733,1375,0.77,1996-04-03,129,5,1992,102616183,7,4,335,985,1684,416,490
2735,1376,0.65,2010-05-28,116,5,694,336365676,6,5,75,2386,1641,1139,894
2736,1377,0.83,1997-07-12,133,13,1692,170327777,6,7,24,1559,222,1704,510
2737,1378,0.65,2023-11-03,113,5,2312,33111706,7,11,329,1687,1162,36,28
2739,1379,0.82,2013-09-20,153,5,1593,122127446,7,9,335,2332,1962,1914,374
2742,1380,0.53,1983-07-29,89,5,1125,14049540,7,7,265,930,1976,974,930
2744,1381,0.67,2012-03-02,88,5,2092,102731865,7,3,325,1322,846,2033,924
2745,1382,0.7,2012-06-08,124,5,1256,403354469,7,6,132,855,559,938,1033
2747,1383,0.63,2018-11-02,100,5,577,22777,7,11,209,1222,1894,1730,280
2750,1384,0.85,1960-09-08,109,5,500,32066765,7,9,375,583,597,1992,485
2751,1385,0.69,2009-07-01,140,5,1897,214104620,7,7,107,1806,1295,1027,864
2752,1386,0.89,1994-10-14,154,5,1987,213928762,7,10,91,208,1168,224,1007
2753,1387,0.73,2002-11-01,95,5,1835,24679535,7,11,276,646,1094,279,963
2759,1388,0.66,2011-11-15,90,5,984,554987477,5,11,12,659,1611,1781,263
2760,1389,0.78,2022-12-21,102,5,2229,481757663,5,12,12,660,1076,1779,622
2763,1390,0.65,2008-11-14,106,5,1549,589593688,6,11,1,1907,1082,196,801
2765,1391,0.7,2019-11-19,127,4,566,437005,4,11,365,1452,799,348,841
2770,1392,0.74,2007-11-23,78,23,588,32511655,7,11,375,531,368,1468,566
2771,1393,0.7,2010-10-15,111,5,2301,199006387,6,10,87,1679,551,728,1055
2773,1394,0.78,2022-03-25,187,25,217,166602994,10,3,63,776,1644,1708,1093
2774,1395,0.81,1980-12-19,129,5,1982,23405883,7,12,340,1010,304,1505,828
2775,1396,0.84,1981-06-12,115,5,1359,389925971,5,6,82,2254,722,380,71
2776,1397,0.8,1988-12-16,133,5,775,354825435,7,12,224,2034,1164,968,1044
2778,1398,0.73,1987-04-10,94,5,2243,29180280,6,4,262,842,52,1528,621
2781,1399,0.7,2018-11-21,112,5,1693,529323962,5,11,151,173,1143,1132,995
2782,1400,0.7,2008-01-25,92,5,1411,113244290,7,1,48,1279,941,95,75
2783,1401,0.65,1985-05-22,96,5,1752,300400432,7,5,1,1282,2079,1848,474
2784,1402,0.61,2019-09-20,89,5,1751,91490353,7,9,80,1281,861,84,242
2785,1403,0.61,2018-04-13,107,5,2326,428128399,6,4,3,2038,1311,307,209
2786,1404,0.82,1985-06-01,160,13,1400,4172576,7,6,118,1304,1846,2034,296
2787,1405,0.54,1999-10-08,133,5,1735,74608570,7,10,332,2257,1662,1657,74
2789,1406,0.67,1996-11-08,121,5,1660,309492681,7,11,107,674,1953,833,1080
2790,1407,0.66,2010-12-03,84,6,1487,4087363,7,12,193,237,305,1524,536
2791,1408,0.81,2007-06-27,111,5,465,623729380,1,6,153,1618,1738,1152,206
2793,1409,0.69,1999-03-19,101,5,1438,2062405,7,3,188,2241,1532,1823,869
2794,1410,0.69,2017-03-15,99,7,738,3098251,7,3,361,2178,626,511,718
2799,1411,0.74,2018-03-29,140,5,2316,607874422,6,3,3,1455,1727,1324,71
2800,1412,0.69,2019-08-21,95,5,81,57615777,7,8,100,1114,199,1977,832
2801,1413,0.62,2024-08-30,141,5,180,30107173,6,8,365,1969,1084,2053,2
2802,1414,0.71,2011-10-07,127,5,1433,299268508,6,10,109,2331,483,1800,17
2803,1415,0.66,1994-02-18,99,5,175,33351557,6,2,282,1551,224,11,1092
2805,1416,0.85,1954-09-01,112,5,70,37043820,5,9,335,22,525,1994,485
2813,1417,0.63,1984-08-10,114,5,1524,38376497,6,8,107,886,683,969,661
2815,1418,0.72,2002-10-04,124,5,483,209196298,7,10,335,574,1549,1079,214
2817,1419,0.65,2005-08-19,85,5,1613,96258201,6,8,241,944,1803,1809,175
2819,1420,0.63,2021-11-12,118,5,890,178143,6,11,87,2040,1183,256,1015
2820,1421,0.68,2024-11-15,123,5,755,165082562,6,11,39,2046,1870,2096,533
2822,1422,0.71,2021-12-24,130,5,1649,2316004,7,12,302,1214,1357,1692,1110
2824,1423,0.66,2018-03-02,140,5,1742,151572634,7,3,107,97,634,1512,432
2829,1424,0.62,2002-07-12,101,5,86,82150183,6,7,66,624,180,814,1036
2830,1425,0.71,2010-03-12,113,5,489,56032889,6,3,338,1033,1675,733,515
2831,1426,0.78,2000-09-29,113,5,1371,136771683,5,9,284,1990,182,1136,171
2832,1427,0.59,2021-08-20,116,5,1673,16400193,6,8,238,2327,760,1900,785
2834,1428,0.64,2023-04-14,93,5,1755,26493921,7,4,98,821,1313,1032,261
2836,1429,0.68,2005-11-23,135,5,1404,31670620,6,11,273,1305,581,562,259
2838,1430,0.83,2000-12-15,102,5,1946,7390108,3,12,365,2097,241,502,331
2841,1431,0.83,1992-09-02,99,5,2274,2931191,7,9,80,2271,1166,108,1007
2843,1432,0.66,2002-03-15,100,5,544,102984862,7,3,128,760,1099,1681,965
2844,1433,0.52,2021-11-24,107,5,1806,41914915,7,11,128,309,462,1686,626
2845,1434,0.68,1985-06-21,113,5,1176,11137801,5,6,231,2149,1659,1161,167
2848,1435,0.64,2018-05-11,108,7,1668,938055,7,5,115,585,1938,129,299
2849,1436,0.66,1984-08-10,90,5,1044,40874452,7,8,325,996,1569,868,577
2850,1437,0.73,2009-01-23,119,5,689,75981180,7,1,338,435,636,1796,1094
2852,1438,0.75,2019-12-13,131,5,1800,44645542,7,12,335,909,1574,234,291
2853,1439,0.54,1994-12-21,95,5,1765,38087756,5,12,324,516,993,1251,394
2856,1440,0.64,2013-09-06,119,5,1603,98337295,7,9,0,1482,2102,578,360
2858,1441,0.69,2011-04-15,96,5,2208,483866772,1,4,155,119,1810,955,237
2861,1442,0.72,2012-11-21,97,5,2318,306941670,5,11,6,2330,2062,1781,988
2862,1443,0.76,2011-08-05,105,5,562,481800873,6,8,106,3,1224,941,1087
2863,1444,0.68,1983-08-05,99,5,25,63542350,7,8,276,1370,1072,759,956
2867,1445,0.67,1989-05-19,114,5,333,30052173,7,5,80,885,1173,661,1083
2868,1446,0.65,2000-05-19,93,5,1278,119754278,7,5,207,1646,1583,1799,118
2869,1447,0.77,2002-07-12,117,5,382,181001478,7,7,48,1408,871,1802,1094
2872,1448,0.66,2010-05-14,140,5,1513,321669741,6,5,63,1075,1766,1102,1033
2873,1449,0.67,1993-07-28,104,5,545,35739755,6,7,173,1703,275,1418,844
2874,1450,0.69,1991-06-14,143,5,1774,390493908,6,6,49,345,1103,1222,750
2875,1451,0.76,1987-07-17,102,5,1423,53429250,7,7,79,923,4,358,964
2877,1452,0.64,2005-03-27,91,5,1439,262511490,5,3,149,2146,2061,955,270
2878,1453,0.73,2019-05-31,121,5,1993,195320400,7,5,330,1301,732,396,385
2879,1454,0.81,1976-12-03,120,5,530,117253184,5,12,340,1284,1519,1505,640
2880,1455,0.69,1985-11-27,91,5,1775,300473716,5,11,340,1283,1519,970,75
2882,1456,0.78,2016-12-16,133,5,1444,1058684742,6,12,3,2152,1883,125,448
2883,1457,0.68,2008-11-07,99,5,2353,92649419,7,11,325,904,1571,1022,361
2885,1458,0.8,1953-09-02,118,5,69,22728,0,9,282,2238,1958,492,184
2887,1459,0.69,1984-03-30,106,5,389,86572238,5,3,31,703,2139,943,1060
2889,1460,0.67,1996-11-01,120,5,1818,147554998,6,11,338,447,1700,1365,1064
2890,1461,0.76,1968-10-08,138,5,2332,6292,5,10,338,429,1699,737,434
2891,1462,0.72,1998-09-25,122,5,239,41616262,7,9,80,998,276,1866,639
2892,1463,0.81,2016-01-22,118,5,336,35402766,7,1,335,1659,30,1831,780
2895,1464,0.8,1968-06-12,137,5,692,3288,7,6,361,688,261,1342,1077
2896,1465,0.73,1998-09-11,121,5,740,22912409,7,9,335,601,2060,217,635
2903,1466,0.66,2015-03-13,114,5,1654,71661644,7,3,80,468,1741,1241,567
2905,1467,0.76,1999-06-18,80,8,761,7659540,7,6,87,2165,1610,1356,135
2907,1468,0.81,2013-09-27,123,5,1554,96992516,7,9,340,1904,1133,1864,1080
2908,1469,0.7,1998-09-18,98,5,349,244721064,6,9,87,2369,1300,280,214
2915,1470,0.67,2012-02-10,115,5,670,208076205,7,2,80,1986,2043,1026,319
2919,1471,0.65,2010-07-23,100,5,19,293503354,6,7,80,359,703,1596,999
2924,1472,0.61,2015-05-29,114,5,1479,474609154,6,5,1,2044,1811,294,209
2928,1473,0.63,1985-11-27,107,5,1975,23743145,5,11,232,2029,2081,1998,574
2933,1474,0.79,2024-11-12,109,5,1043,9300000,7,11,302,56,162,675,564
2934,1475,0.68,1977-12-16,118,5,1003,237113184,7,12,330,204,1021,415,627
2936,1476,0.61,2016-08-12,89,5,494,140705322,7,8,154,1180,704,138,298
2938,1477,0.75,2013-12-20,125,5,1715,117867984,6,12,302,2126,666,1159,656
2939,1478,0.86,1998-07-24,169,5,1257,482352390,7,7,365,1394,1258,1790,71
2940,1479,0.76,2004-10-29,103,5,2164,104004218,7,10,375,1701,737,958,548
2941,1480,0.66,2023-09-29,118,5,517,112202480,7,9,375,1354,1108,957,748
2945,1481,0.83,1983-12-09,170,5,1644,66443303,7,12,107,1712,1038,987,215
2946,1482,0.63,2000-07-07,88,5,663,278019771,7,7,325,450,1389,1744,736
2947,1483,0.54,2001-07-04,83,5,1285,141220678,7,7,319,451,1388,1744,736
2948,1484,0.56,2003-10-24,84,5,1128,220673217,6,10,325,454,1946,1749,364
2949,1485,0.51,2006-04-14,83,5,1127,178262620,6,4,325,452,1945,1741,364
2950,1486,0.35,2013-04-12,86,5,123,78378744,6,4,319,1213,2109,1751,798
2953,1487,0.8,1993-01-08,156,5,447,134095253,7,1,365,1717,167,1075,824
2954,1488,0.9,1994-02-04,195,5,1394,322161245,7,2,365,465,1553,1111,71
2957,1489,0.72,2003-10-03,109,5,796,131098967,6,10,259,2354,963,419,1030
2959,1490,0.53,2002-06-14,86,5,787,275679958,5,6,196,612,323,1223,1009
2963,1491,0.76,2010-08-13,112,5,1432,51691156,6,8,96,702,888,985,404
2964,1492,0.63,2015-10-30,93,5,2097,16137046,7,10,101,1454,1813,451,282
2965,1493,0.74,1996-12-20,111,5,664,173046663,7,12,315,802,688,1745,175
2966,1494,0.63,1997-12-12,120,5,2186,172363301,7,12,315,803,686,1738,175
2967,1495,0.57,2000-02-04,116,5,2336,161834276,7,2,375,1945,685,1738,175
2968,1496,0.62,2011-04-15,111,5,1879,97231420,7,4,315,801,686,1750,175
2970,1497,0.64,2023-03-10,122,5,2041,166347514,7,3,375,1868,339,436,832
2973,1498,0.69,1988-11-23,101,5,505,60329560,6,11,290,1584,967,390,1024
2975,1499,0.86,1995-09-22,127,5,2149,327333559,7,9,335,773,407,361,339
2976,1500,0.57,2020-04-10,95,5,1935,387740,8,4,357,2303,987,1405,907
2977,1501,0.75,2003-09-19,109,5,1291,48260279,5,9,301,2248,1568,309,107
2980,1502,0.69,2002-10-11,107,5,595,9304609,7,10,282,17,44,668,69
2983,1503,0.65,2022-09-16,98,5,1477,21966634,6,9,262,366,816,644,124
2985,1504,0.93,2016-08-10,104,5,1057,1600000,6,8,326,917,790,1050,953
2987,1505,0.77,1996-01-26,136,5,1764,134582776,5,1,338,2125,347,1570,706
2990,1506,0.68,2001-10-05,90,5,126,77516304,6,10,265,180,793,219,979
2991,1507,0.78,2005-09-30,119,5,1938,40445129,6,9,0,797,616,1045,713
2992,1508,0.77,1973-12-05,130,5,950,29857918,7,12,335,1710,1131,509,21
2996,1509,0.73,1954-08-06,102,5,2239,14839,0,8,131,35,2047,112,35
2997,1510,0.71,2012-10-12,110,5,558,29347202,7,10,87,1858,837,1438,826
2998,1511,0.86,1956-11-19,207,13,1236,1072088,4,11,118,1448,1848,789,296
3001,1512,0.65,2008-10-17,109,5,309,18755936,7,10,265,255,1353,732,1109
3004,1513,0.57,2008-05-30,145,5,1114,418769972,7,5,282,1135,932,319,868
3007,1514,0.69,2001-01-26,92,5,1959,11155214,7,1,361,201,1483,1440,399
3010,1515,0.71,1999-01-08,123,5,2064,289317794,7,1,282,2244,798,995,657
3011,1516,0.6,2001-11-09,114,5,513,141069860,6,11,288,2357,1361,929,203
3012,1517,0.72,2012-01-13,101,5,424,19126823,3,1,365,718,1478,1894,58
3014,1518,0.74,2021-09-03,132,5,1820,432243292,6,9,68,1215,2020,161,383
3015,1519,0.6,2004-10-01,90,5,2277,374583879,5,10,159,1534,919,1781,64
3019,1520,0.79,2004-09-24,99,5,2057,31508087,7,9,319,1209,1408,1038,404
3020,1521,0.7,2019-04-05,132,5,412,367799011,6,4,42,1572,228,1302,338
3021,1522,0.59,2023-03-17,130,5,1957,134138006,6,3,38,1573,229,308,338
3022,1523,0.73,2022-11-18,129,5,1566,13944212,7,11,365,1578,1186,983,808
3023,1524,0.59,1999-01-29,95,5,2237,103166989,6,1,265,2171,1174,220,1048
3024,1525,0.64,2010-03-12,104,5,925,49779728,7,3,265,73,1355,1788,596
3025,1526,0.64,2006-03-17,105,5,2297,57194667,6,3,264,2289,57,1786,666
3028,1527,0.76,2009-12-25,128,5,1163,524028679,6,12,1,1015,938,1277,499
3029,1528,0.74,2011-12-16,129,5,1164,543848418,6,12,1,1014,949,1277,499
3034,1529,0.71,2007-03-23,124,5,945,95696996,7,3,107,553,1442,466,860
3036,1530,0.66,1986-05-09,98,5,1682,40698303,5,5,322,2236,1317,844,627
3037,1531,0.64,2006-10-20,101,5,266,5557564,4,10,282,1221,470,739,631
3039,1532,0.51,1995-09-22,128,5,399,20363752,3,9,365,2091,449,1462,964
3041,1533,0.79,2001-05-18,90,5,370,488629509,5,5,9,751,1703,1813,555
3042,1534,0.74,2004-05-19,93,5,1822,932406549,5,5,153,752,1701,1813,556
3043,1535,0.63,2010-06-18,93,5,1783,752600867,5,6,150,749,607,1781,893
3044,1536,0.61,2007-05-18,93,5,1754,808308862,5,5,150,748,1702,1776,262
3046,1537,0.82,2010-02-19,138,5,2134,294941853,7,2,335,449,708,403,828
3048,1538,0.77,2015-10-02,121,5,951,84997446,7,10,48,2113,1528,99,374
3049,1539,0.71,2018-06-29,122,5,1945,75837743,7,6,107,1317,1528,1619,39
3051,1540,0.75,2004-10-22,127,5,2166,109706931,7,10,181,895,1189,1975,441
3052,1541,0.68,2002-08-02,106,5,631,408247917,6,8,333,666,787,825,797
3054,1542,0.72,2017-01-13,161,5,1469,23834809,7,1,365,195,372,651,828
3055,1543,0.65,2006-04-21,125,5,1779,100605135,7,4,375,948,1281,846,278
3056,1544,0.53,2023-12-01,104,5,261,11067228,7,12,80,166,1238,1407,677
3057,1545,0.58,1984-11-09,79,5,1615,2491460,7,11,377,481,1073,847,249
3060,1546,0.71,1984-01-27,131,5,652,35616970,7,1,335,682,1030,1504,895
3062,1547,0.77,2012-12-25,122,5,777,236412453,7,12,282,1638,2084,783,353
3063,1548,0.72,1985-07-10,133,5,60,32192570,6,7,46,356,724,1637,769
3064,1549,0.8,2005-04-01,124,5,947,158733820,7,4,241,743,90,1743,438
3065,1550,0.65,2014-08-22,102,5,1836,39407616,7,8,80,740,89,1971,439
3067,1551,0.71,2016-12-21,108,5,1415,634338409,5,12,157,618,107,1098,453
3068,1552,0.73,2021-12-22,110,5,1105,408402685,5,12,157,617,107,1098,453
3071,1553,0.83,1952-04-10,103,5,518,2093659,1,4,258,2197,1424,112,34
3073,1554,0.64,1992-08-14,107,5,637,48017402,7,8,335,1656,524,1674,1005
3074,1555,0.68,2012-10-12,110,5,120,82515113,7,10,358,2134,1336,731,1101
3075,1556,0.53,2015-08-21,97,5,718,53329150,7,8,375,16,1335,1841,288
3078,1557,0.65,1992-05-29,100,5,2266,231605150,5,5,320,1513,1088,820,412
3081,1558,0.6,2015-12-18,118,5,2176,105011053,7,12,325,28,1101,1858,563
3086,1559,0.7,1984-05-04,93,5,254,23686027,5,5,265,768,499,1072,645
3091,1560,0.63,2005-07-29,100,5,1809,86369815,5,7,103,401,1083,1185,893
3092,1561,0.78,2012-11-09,143,5,1552,1108594137,6,11,1,1905,983,195,1094
3093,1562,0.72,1977-02-25,123,5,194,28000000,7,2,284,897,978,31,476
3095,1563,0.75,1996-10-18,147,5,774,165615285,7,10,335,1002,766,552,1044
3096,1564,0.53,2011-12-02,101,5,305,408680,8,12,332,2117,627,616,719
3099,1565,0.68,1993-06-25,105,5,467,227927165,5,6,282,1395,379,864,931
3100,1566,0.73,1999-11-19,105,5,1345,206071526,7,11,369,220,1663,384,103
3101,1567,0.8,1997-03-14,135,5,1585,24444121,7,3,365,1598,1557,216,108
3103,1568,0.51,1993-05-21,107,5,642,116300000,7,5,335,1191,260,412,999
3105,1569,0.8,2008-12-25,120,5,583,378411362,7,12,332,2002,1397,639,323
3106,1570,0.63,1998-07-10,110,5,2304,54682547,6,7,44,379,126,1085,614
3110,1571,0.65,2022-09-30,115,5,852,217408513,7,9,358,1223,1056,494,950
3111,1572,0.68,2024-10-18,127,5,742,138046145,7,10,358,778,1055,400,950
3114,1573,0.7,1977-05-27,96,5,1886,126750426,5,5,45,1684,207,1014,501
3116,1574,0.54,2021-07-23,121,5,1834,40064325,6,7,65,2298,55,389,1055
3117,1575,0.82,2001-01-19,102,5,2191,83557872,7,1,87,68,203,624,499
3119,1576,0.52,2000-02-11,89,5,2271,62464731,5,2,206,1754,1677,131,260
3120,1577,0.61,2012-06-01,127,5,1446,396592829,6,6,52,396,53,1727,1086
3121,1578,0.76,1938-02-04,83,5,1234,184960747,0,2,168,1348,295,1133,180
